"","var","age","bias","state","term","mode","2.5%","25%","50%","75%","97.5%"
"51","inc_prob",50,1,NA,NA,0.000519222708894642,0.000472687683979475,0.000511564615439632,0.000527501951646215,0.000543941451080454,0.000550929634729765
"52","inc_prob",51,1,NA,NA,0.000586104628646239,0.00053830468088521,0.000578733104881471,0.000589180819444273,0.000613923013931603,0.000623730835853588
"53","inc_prob",52,1,NA,NA,0.000658655807897477,0.000611807043869069,0.000648178962848533,0.000661448457957425,0.000685286518415965,0.000701767637697308
"54","inc_prob",53,1,NA,NA,0.000737179631002909,0.000693571378484218,0.000715579771511963,0.000733151984591371,0.000764404008576086,0.000785377766568142
"55","inc_prob",54,1,NA,NA,0.000822253095371246,0.00078219104452171,0.000793612891847738,0.000812232418606112,0.000849076441892122,0.000870574771344525
"56","inc_prob",55,1,NA,NA,0.000914844057483342,0.000865305471886563,0.000882102770510788,0.000903106287192347,0.000938518608147462,0.000959050258597836
"57","inc_prob",56,1,NA,NA,0.00101640048000381,0.000952461710599724,0.000974884496550641,0.00101025402979105,0.00102584388727965,0.00105356522957768
"58","inc_prob",57,1,NA,NA,0.00112889555725238,0.00105060194487521,0.00108306181320454,0.00111816884238627,0.00113284315587424,0.00116221041286606
"59","inc_prob",58,1,NA,NA,0.00125481961750806,0.00116420418772531,0.00119995235129187,0.00123852865743709,0.00126067474863984,0.00128425653152269
"60","inc_prob",59,1,NA,NA,0.00139711575229823,0.00129704703468998,0.00133469433974246,0.00136587750280322,0.00140550058313022,0.00142725447960014
"61","inc_prob",60,1,NA,NA,0.00155905981307383,0.00145201632345636,0.0014911308535237,0.00151111265231416,0.00157620570115974,0.00159357088632921
"62","inc_prob",61,1,NA,NA,0.00174408788266373,0.00162850695785197,0.00167116067204733,0.0016935699772718,0.00175853322593294,0.00178801701869719
"63","inc_prob",62,1,NA,NA,0.00195557860318225,0.00183509478767217,0.00187533142350645,0.00191894132312493,0.00196345667467174,0.00201259819799918
"64","inc_prob",63,1,NA,NA,0.00219660686410502,0.00207522049239285,0.00211230793371167,0.00216191869848057,0.00220969715179337,0.00226987887491608
"65","inc_prob",64,1,NA,NA,0.00246969998395758,0.00235058550038652,0.00238356634421279,0.00245413381798176,0.00249403242100965,0.00255967791438296
"66","inc_prob",65,1,NA,NA,0.00277664398130978,0.00265342401637336,0.00270194627313388,0.00277261065456747,0.00281016990431592,0.00289345310744096
"67","inc_prob",66,1,NA,NA,0.00311839747826558,0.00298036110701121,0.00306829419955219,0.00311516467924608,0.00316794131451765,0.0032631281488586
"68","inc_prob",67,1,NA,NA,0.003495163630675,0.00333933305347974,0.00345607999435753,0.00349926632402843,0.0035630416952051,0.00366377262060025
"69","inc_prob",68,1,NA,NA,0.00390663874064248,0.00373989136513257,0.00383912572483531,0.00394430824764106,0.00398414937626132,0.00409115252027758
"70","inc_prob",69,1,NA,NA,0.0043524015320189,0.00418505535426919,0.00424954264158031,0.00439872543091445,0.00445405753235598,0.00454461352967051
"71","inc_prob",70,1,NA,NA,0.00483234290926086,0.00467147296462935,0.0047103620075024,0.00485587120965435,0.00493693592880164,0.00502964552113653
"72","inc_prob",71,1,NA,NA,0.00534698354171217,0.00516842299964004,0.00522186235994068,0.00530344650500188,0.0054606825342543,0.00553238083737927
"73","inc_prob",72,1,NA,NA,0.00589750510834209,0.0056688792281255,0.00575513399476529,0.00581517249490244,0.00600655233146874,0.00605391419388971
"74","inc_prob",73,1,NA,NA,0.00648533919126091,0.00619747401203998,0.00630919584930622,0.0064383752031718,0.00654847000008348,0.00662304761885789
"75","inc_prob",74,1,NA,NA,0.00711121287202543,0.00677469663340747,0.00688161894419543,0.00703449334141847,0.00714341787734293,0.00722700815563463
"76","inc_prob",75,1,NA,NA,0.0077736360500138,0.00740937281084102,0.0074745482342233,0.00767039879708242,0.00780735463454028,0.00791581543615028
"77","inc_prob",76,1,NA,NA,0.00846693318251484,0.00807172129662972,0.00813542050594218,0.00832031051813242,0.00845234011533573,0.00868489003750909
"78","inc_prob",77,1,NA,NA,0.00917908014101685,0.00870198618803616,0.00888883869748633,0.0089475571689895,0.00910922150256241,0.00946871830978389
"79","inc_prob",78,1,NA,NA,0.00988980598785819,0.00933696933872013,0.00961419741485895,0.00971754663889776,0.00982947296574754,0.0102465025488091
"80","inc_prob",79,1,NA,NA,0.0105696235124279,0.00996441479449268,0.0102491996843349,0.0105205293557305,0.0106108380356982,0.0110114097686718
"81","inc_prob",80,1,NA,NA,0.011180562866358,0.0105587549594669,0.0108356225008691,0.0112274964883923,0.0114502673782525,0.0116896967077223
"82","inc_prob",81,1,NA,NA,0.0116792485942565,0.011080313283949,0.0113727981207257,0.011793674220059,0.0120470094498733,0.01229682982955
"83","inc_prob",82,1,NA,NA,0.0120224522385381,0.0114959875714757,0.0118012179314966,0.0120802341198995,0.0125573127818105,0.0128287362359377
"84","inc_prob",83,1,NA,NA,0.012174392384997,0.0116962927736757,0.0120594680276187,0.0122098209226466,0.0127694701152327,0.0131186863541423
"85","inc_prob",84,1,NA,NA,0.0121141200519231,0.0117303724167271,0.012019250556808,0.01224323138868,0.0127330133455133,0.0130885214643724
"86","inc_prob",85,1,NA,NA,0.0118408065909174,0.0115697419214407,0.011771432468944,0.0120975377156388,0.0124171582928903,0.0127067014871407
"87","inc_prob",86,1,NA,NA,0.0113750762368063,0.0111572726563769,0.011384279443921,0.0116459505710231,0.0119066678473267,0.0120087329268769
"88","inc_prob",87,1,NA,NA,0.0107557305604801,0.0105647284581353,0.0108075667226714,0.0109473663969261,0.0111274462566167,0.0114249523952454
"89","inc_prob",88,1,NA,NA,0.0100327978304016,0.00981728125106059,0.00998921199548316,0.0101758958918018,0.0103838739753182,0.0107979693369534
"90","inc_prob",89,1,NA,NA,0.00925903104036404,0.00871073621062257,0.00914807925368867,0.00934210093553641,0.0097982614805625,0.0101036814342188
"91","inc_prob",90,1,NA,NA,0.00848222078690714,0.00761521662436453,0.0083467116119167,0.0085144997086421,0.00917552657696542,0.00944167941041206
"92","inc_prob",91,1,NA,NA,0.00773999356266565,0.00659031859117832,0.00759571909689906,0.00785442844108234,0.00845650740068602,0.00888962744663918
"93","inc_prob",92,1,NA,NA,0.00705762669171452,0.00570099495117658,0.00685577988080415,0.00729659764290128,0.00779512573129816,0.00840922544805832
"94","inc_prob",93,1,NA,NA,0.00644842170497219,0.00495378072426265,0.00620725614859176,0.0068498958825047,0.00720985686248003,0.00798836850916834
"95","inc_prob",94,1,NA,NA,0.00591568171844575,0.00431583393721768,0.00573731426215319,0.00644336174762448,0.00674218372541534,0.00763323359907703
"96","inc_prob",95,1,NA,NA,0.00545533822243762,0.00379044965638444,0.00537207364556629,0.00608131288267059,0.00653819582605486,0.00734280093882304
"97","inc_prob",96,1,NA,NA,0.00505856356952543,0.00335822961072013,0.00507414072816549,0.00581815655255026,0.00631272537832977,0.00715465143476585
"98","inc_prob",97,1,NA,NA,0.00471405643322836,0.00299932395808105,0.00482951589612719,0.00561515523908954,0.00602234123273881,0.0070644070654851
"99","inc_prob",98,1,NA,NA,0.004409948551154,0.00269570356497756,0.00462945008387411,0.00539878191780255,0.00579836099942512,0.00701929531720745
"100","inc_prob",99,1,NA,NA,0.00413539982828168,0.00243251809398275,0.00445716883194631,0.00518140269201177,0.005613758945266,0.00717059270250939
"101","inc_prob",100,1,NA,NA,0.00388194370462813,0.00219890153688412,0.00429933603652336,0.00497918155383285,0.00545237818850028,0.00738382846015765
