sex,age,deprivation,hsct,geo,wellbeing,probability,percentage
Females,65-74,Quintile 2,SEHSCT,Rural,good_wellbeing,5.668104705823509e-4,0.056681047058235096
Males,75-110,Quintile 2,SEHSCT,Rural,good_wellbeing,6.745044599929974e-4,0.06745044599929974
Females,75-110,Quintile 2,SEHSCT,Rural,good_wellbeing,6.06487203523115e-4,0.060648720352311496
Males,16-34,Quintile 3,SEHSCT,Rural,good_wellbeing,6.800008039501593e-4,0.06800008039501593
Females,16-34,Quintile 3,SEHSCT,Rural,good_wellbeing,5.574781365717521e-4,0.05574781365717521
Males,35-44,Quintile 3,SEHSCT,Rural,good_wellbeing,6.861269373190796e-4,0.06861269373190795
Females,35-44,Quintile 3,SEHSCT,Rural,good_wellbeing,5.636042699406721e-4,0.056360426994067216
Males,45-54,Quintile 3,SEHSCT,Rural,good_wellbeing,6.432440037366373e-4,0.06432440037366373
Females,45-54,Quintile 3,SEHSCT,Rural,good_wellbeing,5.452258698339113e-4,0.05452258698339112
Males,55-64,Quintile 3,SEHSCT,Rural,good_wellbeing,6.738746705812386e-4,0.06738746705812386
Females,55-64,Quintile 3,SEHSCT,Rural,good_wellbeing,5.636042699406726e-4,0.05636042699406726
Males,65-74,Quintile 3,SEHSCT,Rural,good_wellbeing,6.983792040569202e-4,0.06983792040569202
Females,65-74,Quintile 3,SEHSCT,Rural,good_wellbeing,6.126133368920353e-4,0.061261333689203536
Males,75-110,Quintile 3,SEHSCT,Rural,good_wellbeing,7.290098709015222e-4,0.07290098709015222
Females,75-110,Quintile 3,SEHSCT,Rural,good_wellbeing,6.554962704744778e-4,0.06554962704744778
Males,16-34,Quintile 4,SEHSCT,Rural,good_wellbeing,6.863559516506281e-4,0.06863559516506282
Females,16-34,Quintile 4,SEHSCT,Rural,good_wellbeing,5.626882126144787e-4,0.056268821261447874
Males,35-44,Quintile 4,SEHSCT,Rural,good_wellbeing,6.925393386024355e-4,0.06925393386024355
Females,35-44,Quintile 4,SEHSCT,Rural,good_wellbeing,5.68871599566286e-4,0.0568871599566286
Males,45-54,Quintile 4,SEHSCT,Rural,good_wellbeing,6.492556299397834e-4,0.06492556299397835
Females,45-54,Quintile 4,SEHSCT,Rural,good_wellbeing,5.503214387108639e-4,0.05503214387108638
Males,55-64,Quintile 4,SEHSCT,Rural,good_wellbeing,6.801725646988205e-4,0.06801725646988205
Females,55-64,Quintile 4,SEHSCT,Rural,good_wellbeing,5.688715995662865e-4,0.056887159956628644
Males,65-74,Quintile 4,SEHSCT,Rural,good_wellbeing,7.049061125060501e-4,0.070490611250605
Females,65-74,Quintile 4,SEHSCT,Rural,good_wellbeing,6.183386951807462e-4,0.06183386951807462
Males,75-110,Quintile 4,SEHSCT,Rural,good_wellbeing,7.358230472650881e-4,0.07358230472650881
Females,75-110,Quintile 4,SEHSCT,Rural,good_wellbeing,6.616224038433982e-4,0.06616224038433982
Males,16-34,Least Deprived,SEHSCT,Rural,good_wellbeing,7.181316901529716e-4,0.07181316901529716
Females,16-34,Least Deprived,SEHSCT,Rural,good_wellbeing,5.887385928281118e-4,0.05887385928281118
Males,35-44,Least Deprived,SEHSCT,Rural,good_wellbeing,7.246013450192149e-4,0.07246013450192149
Females,35-44,Least Deprived,SEHSCT,Rural,good_wellbeing,5.952082476943546e-4,0.05952082476943546
Males,45-54,Least Deprived,SEHSCT,Rural,good_wellbeing,6.793137609555137e-4,0.06793137609555137
Females,45-54,Least Deprived,SEHSCT,Rural,good_wellbeing,5.757992830956257e-4,0.05757992830956257
Males,55-64,Least Deprived,SEHSCT,Rural,good_wellbeing,7.116620352867285e-4,0.07116620352867284
Females,55-64,Least Deprived,SEHSCT,Rural,good_wellbeing,5.95208247694355e-4,0.0595208247694355
Males,65-74,Least Deprived,SEHSCT,Rural,good_wellbeing,7.375406547517004e-4,0.07375406547517004
Females,65-74,Least Deprived,SEHSCT,Rural,good_wellbeing,6.469654866242987e-4,0.06469654866242987
Males,75-110,Least Deprived,SEHSCT,Rural,good_wellbeing,7.698889290829159e-4,0.07698889290829158
Females,75-110,Least Deprived,SEHSCT,Rural,good_wellbeing,6.922530706879995e-4,0.06922530706879995
Males,16-34,Most Deprived,SHSCT,Rural,good_wellbeing,5.709948895830715e-4,0.05709948895830715
Females,16-34,Most Deprived,SHSCT,Rural,good_wellbeing,4.681129274960315e-4,0.04681129274960315
Males,35-44,Most Deprived,SHSCT,Rural,good_wellbeing,5.761389876874234e-4,0.05761389876874234
Females,35-44,Most Deprived,SHSCT,Rural,good_wellbeing,4.732570256003834e-4,0.04732570256003834
Males,45-54,Most Deprived,SHSCT,Rural,good_wellbeing,5.401303009569597e-4,0.05401303009569597
Females,45-54,Most Deprived,SHSCT,Rural,good_wellbeing,4.578247312873275e-4,0.04578247312873275
Males,55-64,Most Deprived,SHSCT,Rural,good_wellbeing,5.658507914787194e-4,0.05658507914787194
Females,55-64,Most Deprived,SHSCT,Rural,good_wellbeing,4.732570256003836e-4,0.04732570256003836
Males,65-74,Most Deprived,SHSCT,Rural,good_wellbeing,5.864271838961272e-4,0.05864271838961272
Females,65-74,Most Deprived,SHSCT,Rural,good_wellbeing,5.144098104351995e-4,0.05144098104351995
Males,75-110,Most Deprived,SHSCT,Rural,good_wellbeing,6.121476744178875e-4,0.06121476744178875
Females,75-110,Most Deprived,SHSCT,Rural,good_wellbeing,5.504184971656632e-4,0.055041849716566324
Males,16-34,Quintile 2,SHSCT,Rural,good_wellbeing,6.351516187497087e-4,0.06351516187497087
Females,16-34,Quintile 2,SHSCT,Rural,good_wellbeing,5.207098856416531e-4,0.0520709885641653
Males,35-44,Quintile 2,SHSCT,Rural,good_wellbeing,6.408737054051117e-4,0.06408737054051117
Females,35-44,Quintile 2,SHSCT,Rural,good_wellbeing,5.264319722970557e-4,0.05264319722970558
Males,45-54,Quintile 2,SHSCT,Rural,good_wellbeing,6.008190988172923e-4,0.06008190988172923
Females,45-54,Quintile 2,SHSCT,Rural,good_wellbeing,5.092657123308476e-4,0.05092657123308476
Males,55-64,Quintile 2,SHSCT,Rural,good_wellbeing,6.294295320943059e-4,0.0629429532094306
Females,55-64,Quintile 2,SHSCT,Rural,good_wellbeing,5.26431972297056e-4,0.0526431972297056
Males,65-74,Quintile 2,SHSCT,Rural,good_wellbeing,6.52317878715917e-4,0.0652317878715917
Females,65-74,Quintile 2,SHSCT,Rural,good_wellbeing,5.722086655402784e-4,0.05722086655402784
Males,75-110,Quintile 2,SHSCT,Rural,good_wellbeing,6.809283119929314e-4,0.06809283119929314
Females,75-110,Quintile 2,SHSCT,Rural,good_wellbeing,6.122632721280977e-4,0.06122632721280977
Males,16-34,Quintile 3,SHSCT,Rural,good_wellbeing,6.864770020830187e-4,0.06864770020830187
Females,16-34,Quintile 3,SHSCT,Rural,good_wellbeing,5.6278745215815e-4,0.056278745215815
Males,35-44,Quintile 3,SHSCT,Rural,good_wellbeing,6.92661479579262e-4,0.0692661479579262
Females,35-44,Quintile 3,SHSCT,Rural,good_wellbeing,5.689719296543934e-4,0.056897192965439346
Males,45-54,Quintile 3,SHSCT,Rural,good_wellbeing,6.493701371055582e-4,0.06493701371055581
Females,45-54,Quintile 3,SHSCT,Rural,good_wellbeing,5.504184971656633e-4,0.05504184971656634
Males,55-64,Quintile 3,SHSCT,Rural,good_wellbeing,6.80292524586775e-4,0.06802925245867751
Females,55-64,Quintile 3,SHSCT,Rural,good_wellbeing,5.689719296543939e-4,0.05689719296543939
Males,65-74,Quintile 3,SHSCT,Rural,good_wellbeing,7.050304345717485e-4,0.07050304345717485
Females,65-74,Quintile 3,SHSCT,Rural,good_wellbeing,6.184477496243412e-4,0.06184477496243412
Males,75-110,Quintile 3,SHSCT,Rural,good_wellbeing,7.359528220529662e-4,0.07359528220529661
Females,75-110,Quintile 3,SHSCT,Rural,good_wellbeing,6.617390920980447e-4,0.06617390920980447
Males,16-34,Quintile 4,SHSCT,Rural,good_wellbeing,6.928926749996824e-4,0.06928926749996824
Females,16-34,Quintile 4,SHSCT,Rural,good_wellbeing,5.680471479727126e-4,0.056804714797271255
Males,35-44,Quintile 4,SHSCT,Rural,good_wellbeing,6.991349513510307e-4,0.06991349513510307
Females,35-44,Quintile 4,SHSCT,Rural,good_wellbeing,5.742894243240608e-4,0.05742894243240608
Males,45-54,Quintile 4,SHSCT,Rural,good_wellbeing,6.554390168915913e-4,0.06554390168915913
Females,45-54,Quintile 4,SHSCT,Rural,good_wellbeing,5.555625952700154e-4,0.055556259527001536
Males,55-64,Quintile 4,SHSCT,Rural,good_wellbeing,6.866503986483337e-4,0.06866503986483337
Females,55-64,Quintile 4,SHSCT,Rural,good_wellbeing,5.742894243240612e-4,0.05742894243240612
Males,65-74,Quintile 4,SHSCT,Rural,good_wellbeing,7.116195040537273e-4,0.07116195040537272
Females,65-74,Quintile 4,SHSCT,Rural,good_wellbeing,6.242276351348491e-4,0.062422763513484913
Males,75-110,Quintile 4,SHSCT,Rural,good_wellbeing,7.428308858104704e-4,0.07428308858104704
Females,75-110,Quintile 4,SHSCT,Rural,good_wellbeing,6.679235695942885e-4,0.06679235695942885
Males,16-34,Least Deprived,SHSCT,Rural,good_wellbeing,7.249710395830005e-4,0.07249710395830006
Females,16-34,Least Deprived,SHSCT,Rural,good_wellbeing,5.943456270455231e-4,0.05943456270455231
Males,35-44,Least Deprived,SHSCT,Rural,good_wellbeing,7.315023102098746e-4,0.07315023102098746
Females,35-44,Least Deprived,SHSCT,Rural,good_wellbeing,6.008768976723966e-4,0.06008768976723965
Males,45-54,Least Deprived,SHSCT,Rural,good_wellbeing,6.857834158217574e-4,0.06857834158217574
Females,45-54,Least Deprived,SHSCT,Rural,good_wellbeing,5.812830857917752e-4,0.05812830857917752
Males,55-64,Least Deprived,SHSCT,Rural,good_wellbeing,7.184397689561265e-4,0.07184397689561264
Females,55-64,Least Deprived,SHSCT,Rural,good_wellbeing,6.00876897672397e-4,0.0600876897672397
Males,65-74,Least Deprived,SHSCT,Rural,good_wellbeing,7.44564851463622e-4,0.0744564851463622
Females,65-74,Least Deprived,SHSCT,Rural,good_wellbeing,6.531270626873879e-4,0.0653127062687388
Males,75-110,Least Deprived,SHSCT,Rural,good_wellbeing,7.772212045979919e-4,0.07772212045979919
Females,75-110,Least Deprived,SHSCT,Rural,good_wellbeing,6.98845957075505e-4,0.0698845957075505
Males,16-34,Most Deprived,WHSCT,Rural,good_wellbeing,5.602214011003717e-4,0.05602214011003717
Females,16-34,Most Deprived,WHSCT,Rural,good_wellbeing,4.5928060810931367e-4,0.04592806081093137
Males,35-44,Most Deprived,WHSCT,Rural,good_wellbeing,5.652684407499246e-4,0.056526844074992456
Females,35-44,Most Deprived,WHSCT,Rural,good_wellbeing,4.643276477588665e-4,0.04643276477588665
Males,45-54,Most Deprived,WHSCT,Rural,good_wellbeing,5.299391632030543e-4,0.05299391632030542
Females,45-54,Most Deprived,WHSCT,Rural,good_wellbeing,4.491865288102079e-4,0.04491865288102079
Males,55-64,Most Deprived,WHSCT,Rural,good_wellbeing,5.551743614508188e-4,0.05551743614508188
Females,55-64,Most Deprived,WHSCT,Rural,good_wellbeing,4.6432764775886673e-4,0.046432764775886676
Males,65-74,Most Deprived,WHSCT,Rural,good_wellbeing,5.753625200490303e-4,0.057536252004903025
Females,65-74,Most Deprived,WHSCT,Rural,good_wellbeing,5.0470396495529e-4,0.05047039649552901
Males,75-110,Most Deprived,WHSCT,Rural,good_wellbeing,6.00597718296795e-4,0.060059771829679504
Females,75-110,Most Deprived,WHSCT,Rural,good_wellbeing,5.4003324250216e-4,0.054003324250216006
Males,16-34,Quintile 2,WHSCT,Rural,good_wellbeing,6.231676259431102e-4,0.062316762594311015
Females,16-34,Quintile 2,WHSCT,Rural,good_wellbeing,5.108851708182253e-4,0.051088517081822535
Males,35-44,Quintile 2,WHSCT,Rural,good_wellbeing,6.287817486993546e-4,0.06287817486993547
Females,35-44,Quintile 2,WHSCT,Rural,good_wellbeing,5.164992935744695e-4,0.05164992935744696
Males,45-54,Quintile 2,WHSCT,Rural,good_wellbeing,5.89482889405645e-4,0.058948288940564496
Females,45-54,Quintile 2,WHSCT,Rural,good_wellbeing,4.99656925305737e-4,0.0499656925305737
Males,55-64,Quintile 2,WHSCT,Rural,good_wellbeing,6.175535031868659e-4,0.06175535031868659
Females,55-64,Quintile 2,WHSCT,Rural,good_wellbeing,5.164992935744698e-4,0.05164992935744698
Males,65-74,Quintile 2,WHSCT,Rural,good_wellbeing,6.400099942118428e-4,0.06400099942118428
Females,65-74,Quintile 2,WHSCT,Rural,good_wellbeing,5.61412275624424e-4,0.05614122756244239
Males,75-110,Quintile 2,WHSCT,Rural,good_wellbeing,6.680806079930645e-4,0.06680806079930644
Females,75-110,Quintile 2,WHSCT,Rural,good_wellbeing,6.007111349181333e-4,0.06007111349181333
Males,16-34,Quintile 3,WHSCT,Rural,good_wellbeing,6.735246058173009e-4,0.0673524605817301
Females,16-34,Quintile 3,WHSCT,Rural,good_wellbeing,5.521688209853546e-4,0.05521688209853546
Males,35-44,Quintile 3,WHSCT,Rural,good_wellbeing,6.795923950588982e-4,0.06795923950588982
Females,35-44,Quintile 3,WHSCT,Rural,good_wellbeing,5.582366102269519e-4,0.05582366102269519
Males,45-54,Quintile 3,WHSCT,Rural,good_wellbeing,6.371178703677172e-4,0.06371178703677172
Females,45-54,Quintile 3,WHSCT,Rural,good_wellbeing,5.4003324250216e-4,0.054003324250216006
Males,55-64,Quintile 3,WHSCT,Rural,good_wellbeing,6.674568165757035e-4,0.06674568165757035
Females,55-64,Quintile 3,WHSCT,Rural,good_wellbeing,5.582366102269522e-4,0.055823661022695224
Males,65-74,Quintile 3,WHSCT,Rural,good_wellbeing,6.917279735420926e-4,0.06917279735420925
Females,65-74,Quintile 3,WHSCT,Rural,good_wellbeing,6.067789241597307e-4,0.06067789241597307
Males,75-110,Quintile 3,WHSCT,Rural,good_wellbeing,7.220669197500795e-4,0.07220669197500795
Females,75-110,Quintile 3,WHSCT,Rural,good_wellbeing,6.492534488509114e-4,0.06492534488509115
Males,16-34,Quintile 4,WHSCT,Rural,good_wellbeing,6.798192283015747e-4,0.06798192283015747
Females,16-34,Quintile 4,WHSCT,Rural,good_wellbeing,5.573292772562458e-4,0.05573292772562458
Males,35-44,Quintile 4,WHSCT,Rural,good_wellbeing,6.859437258538412e-4,0.06859437258538412
Females,35-44,Quintile 4,WHSCT,Rural,good_wellbeing,5.634537748085123e-4,0.05634537748085123
Males,45-54,Quintile 4,WHSCT,Rural,good_wellbeing,6.430722429879762e-4,0.06430722429879762
Females,45-54,Quintile 4,WHSCT,Rural,good_wellbeing,5.45080282151713e-4,0.0545080282151713
Males,55-64,Quintile 4,WHSCT,Rural,good_wellbeing,6.736947307493081e-4,0.06736947307493081
Females,55-64,Quintile 4,WHSCT,Rural,good_wellbeing,5.634537748085124e-4,0.056345377480851236
Males,65-74,Quintile 4,WHSCT,Rural,good_wellbeing,6.981927209583739e-4,0.06981927209583738
Females,65-74,Quintile 4,WHSCT,Rural,good_wellbeing,6.124497552266441e-4,0.061244975522664405
Males,75-110,Quintile 4,WHSCT,Rural,good_wellbeing,7.288152087197065e-4,0.07288152087197065
Females,75-110,Quintile 4,WHSCT,Rural,good_wellbeing,6.55321238092509e-4,0.0655321238092509
Males,16-34,Least Deprived,WHSCT,Rural,good_wellbeing,7.112923407229435e-4,0.07112923407229435
Females,16-34,Least Deprived,WHSCT,Rural,good_wellbeing,5.831315586107015e-4,0.05831315586107015
Males,35-44,Least Deprived,WHSCT,Rural,good_wellbeing,7.177003798285558e-4,0.07177003798285558
Females,35-44,Least Deprived,WHSCT,Rural,good_wellbeing,5.895395977163132e-4,0.05895395977163132
Males,45-54,Least Deprived,WHSCT,Rural,good_wellbeing,6.72844106089271e-4,0.06728441060892709
Females,45-54,Least Deprived,WHSCT,Rural,good_wellbeing,5.703154803994774e-4,0.05703154803994774
Males,55-64,Least Deprived,WHSCT,Rural,good_wellbeing,7.048843016173315e-4,0.07048843016173315
Females,55-64,Least Deprived,WHSCT,Rural,good_wellbeing,5.895395977163137e-4,0.05895395977163136
Males,65-74,Least Deprived,WHSCT,Rural,good_wellbeing,7.305164580397797e-4,0.07305164580397797
Females,65-74,Least Deprived,WHSCT,Rural,good_wellbeing,6.408039105612105e-4,0.06408039105612105
Males,75-110,Least Deprived,WHSCT,Rural,good_wellbeing,7.625566535678408e-4,0.07625566535678407
Females,75-110,Least Deprived,WHSCT,Rural,good_wellbeing,6.856601843004953e-4,0.06856601843004953
Males,16-34,Most Deprived,BHSCT,Urban,moderate_wellbeing,2.4579684923271426e-4,0.024579684923271426
Females,16-34,Most Deprived,BHSCT,Urban,moderate_wellbeing,2.8435321773980697e-4,0.0284353217739807
Males,35-44,Most Deprived,BHSCT,Urban,moderate_wellbeing,2.698945795496473e-4,0.026989457954964727
Females,35-44,Most Deprived,BHSCT,Urban,moderate_wellbeing,3.27729132310286e-4,0.0327729132310286
Males,45-54,Most Deprived,BHSCT,Urban,moderate_wellbeing,2.698945795496473e-4,0.026989457954964727
Females,45-54,Most Deprived,BHSCT,Urban,moderate_wellbeing,2.9881185592996645e-4,0.029881185592996646
Males,55-64,Most Deprived,BHSCT,Urban,moderate_wellbeing,2.313382110425548e-4,0.02313382110425548
Females,55-64,Most Deprived,BHSCT,Urban,moderate_wellbeing,2.9881185592996667e-4,0.029881185592996667
Males,65-74,Most Deprived,BHSCT,Urban,moderate_wellbeing,2.795336716764203e-4,0.027953367167642032
Females,65-74,Most Deprived,BHSCT,Urban,moderate_wellbeing,2.7953367167642037e-4,0.027953367167642035
Males,75-110,Most Deprived,BHSCT,Urban,moderate_wellbeing,2.7953367167642015e-4,0.027953367167642015
Females,75-110,Most Deprived,BHSCT,Urban,moderate_wellbeing,3.180900401835128e-4,0.03180900401835128
Males,16-34,Quintile 2,BHSCT,Urban,moderate_wellbeing,2.5018607868329854e-4,0.025018607868329854
Females,16-34,Quintile 2,BHSCT,Urban,moderate_wellbeing,2.8943095377087513e-4,0.028943095377087513
Males,35-44,Quintile 2,BHSCT,Urban,moderate_wellbeing,2.74714125613034e-4,0.0274714125613034
Females,35-44,Quintile 2,BHSCT,Urban,moderate_wellbeing,3.335814382443985e-4,0.03335814382443985
Males,45-54,Quintile 2,BHSCT,Urban,moderate_wellbeing,2.74714125613034e-4,0.0274714125613034
Females,45-54,Quintile 2,BHSCT,Urban,moderate_wellbeing,3.041477819287161e-4,0.03041477819287161
Males,55-64,Quintile 2,BHSCT,Urban,moderate_wellbeing,2.3546925052545767e-4,0.023546925052545766
Females,55-64,Quintile 2,BHSCT,Urban,moderate_wellbeing,3.041477819287162e-4,0.03041477819287162
Males,65-74,Quintile 2,BHSCT,Urban,moderate_wellbeing,2.8452534438492795e-4,0.028452534438492796
Females,65-74,Quintile 2,BHSCT,Urban,moderate_wellbeing,2.84525344384928e-4,0.0284525344384928
Males,75-110,Quintile 2,BHSCT,Urban,moderate_wellbeing,2.845253443849278e-4,0.02845253443849278
Females,75-110,Quintile 2,BHSCT,Urban,moderate_wellbeing,3.237702194725043e-4,0.03237702194725043
Males,16-34,Quintile 3,BHSCT,Urban,moderate_wellbeing,2.5457530813388266e-4,0.025457530813388266
Females,16-34,Quintile 3,BHSCT,Urban,moderate_wellbeing,2.9450868980194285e-4,0.029450868980194285
Males,35-44,Quintile 3,BHSCT,Urban,moderate_wellbeing,2.795336716764204e-4,0.027953367167642042
Females,35-44,Quintile 3,BHSCT,Urban,moderate_wellbeing,3.394337441785105e-4,0.03394337441785105
Males,45-54,Quintile 3,BHSCT,Urban,moderate_wellbeing,2.7953367167642037e-4,0.027953367167642035
Females,45-54,Quintile 3,BHSCT,Urban,moderate_wellbeing,3.094837079274652e-4,0.030948370792746517
Males,55-64,Quintile 3,BHSCT,Urban,moderate_wellbeing,2.3960029000836029e-4,0.02396002900083603
Females,55-64,Quintile 3,BHSCT,Urban,moderate_wellbeing,3.094837079274654e-4,0.030948370792746538
Males,65-74,Quintile 3,BHSCT,Urban,moderate_wellbeing,2.895170170934353e-4,0.02895170170934353
Females,65-74,Quintile 3,BHSCT,Urban,moderate_wellbeing,2.895170170934353e-4,0.02895170170934353
Males,75-110,Quintile 3,BHSCT,Urban,moderate_wellbeing,2.8951701709343516e-4,0.028951701709343518
Females,75-110,Quintile 3,BHSCT,Urban,moderate_wellbeing,3.2945039876149546e-4,0.032945039876149544
Males,16-34,Quintile 4,BHSCT,Urban,moderate_wellbeing,2.5896453758446694e-4,0.025896453758446694
Females,16-34,Quintile 4,BHSCT,Urban,moderate_wellbeing,2.995864258330109e-4,0.02995864258330109
Males,35-44,Quintile 4,BHSCT,Urban,moderate_wellbeing,2.843532177398071e-4,0.02843532177398071
Females,35-44,Quintile 4,BHSCT,Urban,moderate_wellbeing,3.4528605011262286e-4,0.03452860501126229
Males,45-54,Quintile 4,BHSCT,Urban,moderate_wellbeing,2.843532177398071e-4,0.02843532177398071
Females,45-54,Quintile 4,BHSCT,Urban,moderate_wellbeing,3.1481963392621467e-4,0.031481963392621465
Males,55-64,Quintile 4,BHSCT,Urban,moderate_wellbeing,2.437313294912631e-4,0.024373132949126308
Females,55-64,Quintile 4,BHSCT,Urban,moderate_wellbeing,3.148196339262149e-4,0.031481963392621486
Males,65-74,Quintile 4,BHSCT,Urban,moderate_wellbeing,2.9450868980194285e-4,0.029450868980194285
Females,65-74,Quintile 4,BHSCT,Urban,moderate_wellbeing,2.9450868980194296e-4,0.029450868980194295
Males,75-110,Quintile 4,BHSCT,Urban,moderate_wellbeing,2.9450868980194275e-4,0.029450868980194275
Females,75-110,Quintile 4,BHSCT,Urban,moderate_wellbeing,3.351305780504868e-4,0.03351305780504868
Males,16-34,Least Deprived,BHSCT,Urban,moderate_wellbeing,2.414076197821301e-4,0.02414076197821301
Females,16-34,Least Deprived,BHSCT,Urban,moderate_wellbeing,2.79275481708739e-4,0.0279275481708739
Males,35-44,Least Deprived,BHSCT,Urban,moderate_wellbeing,2.6507503348626067e-4,0.026507503348626067
Females,35-44,Least Deprived,BHSCT,Urban,moderate_wellbeing,3.218768263761738e-4,0.03218768263761738
Males,45-54,Least Deprived,BHSCT,Urban,moderate_wellbeing,2.6507503348626067e-4,0.026507503348626067
Females,45-54,Least Deprived,BHSCT,Urban,moderate_wellbeing,2.9347592993121706e-4,0.029347592993121705
Males,55-64,Least Deprived,BHSCT,Urban,moderate_wellbeing,2.27207171559652e-4,0.0227207171559652
Females,55-64,Least Deprived,BHSCT,Urban,moderate_wellbeing,2.934759299312173e-4,0.02934759299312173
Males,65-74,Least Deprived,BHSCT,Urban,moderate_wellbeing,2.745419989679128e-4,0.02745419989679128
Females,65-74,Least Deprived,BHSCT,Urban,moderate_wellbeing,2.745419989679128e-4,0.02745419989679128
Males,75-110,Least Deprived,BHSCT,Urban,moderate_wellbeing,2.745419989679126e-4,0.02745419989679126
Females,75-110,Least Deprived,BHSCT,Urban,moderate_wellbeing,3.1240986089452145e-4,0.031240986089452145
Males,16-34,Most Deprived,NHSCT,Urban,moderate_wellbeing,2.59452229745643e-4,0.0259452229745643
Females,16-34,Most Deprived,NHSCT,Urban,moderate_wellbeing,3.0015061872535194e-4,0.030015061872535193
Males,35-44,Most Deprived,NHSCT,Urban,moderate_wellbeing,2.848887228579612e-4,0.02848887228579612
Females,35-44,Most Deprived,NHSCT,Urban,moderate_wellbeing,3.459363063275244e-4,0.03459363063275244
Males,45-54,Most Deprived,NHSCT,Urban,moderate_wellbeing,2.8488872285796117e-4,0.028488872285796118
Females,45-54,Most Deprived,NHSCT,Urban,moderate_wellbeing,3.154125145927426e-4,0.03154125145927426
Males,55-64,Most Deprived,NHSCT,Urban,moderate_wellbeing,2.441903338782524e-4,0.02441903338782524
Females,55-64,Most Deprived,NHSCT,Urban,moderate_wellbeing,3.154125145927428e-4,0.031541251459274285
Males,65-74,Most Deprived,NHSCT,Urban,moderate_wellbeing,2.9506332010288835e-4,0.029506332010288835
Females,65-74,Most Deprived,NHSCT,Urban,moderate_wellbeing,2.9506332010288835e-4,0.029506332010288835
Males,75-110,Most Deprived,NHSCT,Urban,moderate_wellbeing,2.9506332010288813e-4,0.029506332010288815
Females,75-110,Most Deprived,NHSCT,Urban,moderate_wellbeing,3.35761709082597e-4,0.0335761709082597
Males,16-34,Quintile 2,NHSCT,Urban,moderate_wellbeing,2.640853052768154e-4,0.026408530527681537
Females,16-34,Quintile 2,NHSCT,Urban,moderate_wellbeing,3.0551045120259064e-4,0.030551045120259065
Males,35-44,Quintile 2,NHSCT,Urban,moderate_wellbeing,2.89976021480425e-4,0.028997602148042503
Females,35-44,Quintile 2,NHSCT,Urban,moderate_wellbeing,3.521137403690875e-4,0.03521137403690875
Males,45-54,Quintile 2,NHSCT,Urban,moderate_wellbeing,2.89976021480425e-4,0.028997602148042503
Females,45-54,Quintile 2,NHSCT,Urban,moderate_wellbeing,3.21044880924756e-4,0.0321044880924756
Males,55-64,Quintile 2,NHSCT,Urban,moderate_wellbeing,2.4855087555464994e-4,0.024855087555464995
Females,55-64,Quintile 2,NHSCT,Urban,moderate_wellbeing,3.210448809247562e-4,0.03210448809247562
Males,65-74,Quintile 2,NHSCT,Urban,moderate_wellbeing,3.0033230796186857e-4,0.030033230796186857
Females,65-74,Quintile 2,NHSCT,Urban,moderate_wellbeing,3.003323079618686e-4,0.03003323079618686
Males,75-110,Quintile 2,NHSCT,Urban,moderate_wellbeing,3.003323079618685e-4,0.03003323079618685
Females,75-110,Quintile 2,NHSCT,Urban,moderate_wellbeing,3.417574538876437e-4,0.03417574538876437
Males,16-34,Quintile 3,NHSCT,Urban,moderate_wellbeing,2.687183808079873e-4,0.026871838080798727
Females,16-34,Quintile 3,NHSCT,Urban,moderate_wellbeing,3.108702836798288e-4,0.03108702836798288
Males,35-44,Quintile 3,NHSCT,Urban,moderate_wellbeing,2.9506332010288845e-4,0.029506332010288846
Females,35-44,Quintile 3,NHSCT,Urban,moderate_wellbeing,3.582911744106502e-4,0.03582911744106502
Males,45-54,Quintile 3,NHSCT,Urban,moderate_wellbeing,2.9506332010288835e-4,0.029506332010288835
Females,45-54,Quintile 3,NHSCT,Urban,moderate_wellbeing,3.2667724725676903e-4,0.0326677247256769
Males,55-64,Quintile 3,NHSCT,Urban,moderate_wellbeing,2.529114172310471e-4,0.02529114172310471
Females,55-64,Quintile 3,NHSCT,Urban,moderate_wellbeing,3.266772472567693e-4,0.03266772472567693
Males,65-74,Quintile 3,NHSCT,Urban,moderate_wellbeing,3.0560129582084863e-4,0.03056012958208486
Females,65-74,Quintile 3,NHSCT,Urban,moderate_wellbeing,3.0560129582084863e-4,0.03056012958208486
Males,75-110,Quintile 3,NHSCT,Urban,moderate_wellbeing,3.056012958208485e-4,0.03056012958208485
Females,75-110,Quintile 3,NHSCT,Urban,moderate_wellbeing,3.4775319869268987e-4,0.03477531986926899
Males,16-34,Quintile 4,NHSCT,Urban,moderate_wellbeing,2.733514563391598e-4,0.027335145633915977
Females,16-34,Quintile 4,NHSCT,Urban,moderate_wellbeing,3.162301161570673e-4,0.03162301161570673
Males,35-44,Quintile 4,NHSCT,Urban,moderate_wellbeing,3.0015061872535215e-4,0.030015061872535217
Females,35-44,Quintile 4,NHSCT,Urban,moderate_wellbeing,3.6446860845221337e-4,0.036446860845221335
Males,45-54,Quintile 4,NHSCT,Urban,moderate_wellbeing,3.001506187253521e-4,0.03001506187253521
Females,45-54,Quintile 4,NHSCT,Urban,moderate_wellbeing,3.323096135887824e-4,0.03323096135887824
Males,55-64,Quintile 4,NHSCT,Urban,moderate_wellbeing,2.5727195890744455e-4,0.025727195890744455
Females,55-64,Quintile 4,NHSCT,Urban,moderate_wellbeing,3.323096135887826e-4,0.033230961358878264
