sex,age,deprivation,hsct,geo,wellbeing,probability,percentage
Females,55-64,Quintile 3,SEHSCT,Mixed,moderate_wellbeing,3.563751788255663e-4,0.03563751788255663
Males,65-74,Quintile 3,SEHSCT,Mixed,moderate_wellbeing,3.333832318045619e-4,0.03333832318045619
Females,65-74,Quintile 3,SEHSCT,Mixed,moderate_wellbeing,3.3338323180456207e-4,0.03333832318045621
Males,75-110,Quintile 3,SEHSCT,Mixed,moderate_wellbeing,3.3338323180456174e-4,0.033338323180456174
Females,75-110,Quintile 3,SEHSCT,Mixed,moderate_wellbeing,3.7936712584657055e-4,0.037936712584657056
Males,16-34,Quintile 4,SEHSCT,Mixed,moderate_wellbeing,2.982015887336287e-4,0.029820158873362868
Females,16-34,Quintile 4,SEHSCT,Mixed,moderate_wellbeing,3.449783085349824e-4,0.03449783085349824
Males,35-44,Quintile 4,SEHSCT,Mixed,moderate_wellbeing,3.274370386094749e-4,0.03274370386094749
Females,35-44,Quintile 4,SEHSCT,Mixed,moderate_wellbeing,3.976021183115053e-4,0.03976021183115053
Males,45-54,Quintile 4,SEHSCT,Mixed,moderate_wellbeing,3.2743703860947486e-4,0.032743703860947486
Females,45-54,Quintile 4,SEHSCT,Mixed,moderate_wellbeing,3.625195784604898e-4,0.03625195784604898
Males,55-64,Quintile 4,SEHSCT,Mixed,moderate_wellbeing,2.8066031880812114e-4,0.028066031880812112
Females,55-64,Quintile 4,SEHSCT,Mixed,moderate_wellbeing,3.6251957846049e-4,0.036251957846049
Males,65-74,Quintile 4,SEHSCT,Mixed,moderate_wellbeing,3.391312185598131e-4,0.03391312185598131
Females,65-74,Quintile 4,SEHSCT,Mixed,moderate_wellbeing,3.391312185598132e-4,0.03391312185598132
Males,75-110,Quintile 4,SEHSCT,Mixed,moderate_wellbeing,3.39131218559813e-4,0.0339131218559813
Females,75-110,Quintile 4,SEHSCT,Mixed,moderate_wellbeing,3.8590793836116666e-4,0.03859079383611667
Males,16-34,Least Deprived,SEHSCT,Mixed,moderate_wellbeing,2.779845318703317e-4,0.027798453187033167
Females,16-34,Least Deprived,SEHSCT,Mixed,moderate_wellbeing,3.215899486343055e-4,0.03215899486343055
Males,35-44,Least Deprived,SEHSCT,Mixed,moderate_wellbeing,3.052379173478154e-4,0.030523791734781543
Females,35-44,Least Deprived,SEHSCT,Mixed,moderate_wellbeing,3.70646042493776e-4,0.0370646042493776
Males,45-54,Least Deprived,SEHSCT,Mixed,moderate_wellbeing,3.0523791734781536e-4,0.030523791734781536
Females,45-54,Least Deprived,SEHSCT,Mixed,moderate_wellbeing,3.379419799207954e-4,0.03379419799207954
Males,55-64,Least Deprived,SEHSCT,Mixed,moderate_wellbeing,2.6163250058384177e-4,0.02616325005838418
Females,55-64,Least Deprived,SEHSCT,Mixed,moderate_wellbeing,3.379419799207956e-4,0.03379419799207956
Males,65-74,Least Deprived,SEHSCT,Mixed,moderate_wellbeing,3.161392715388087e-4,0.031613927153880866
Females,65-74,Least Deprived,SEHSCT,Mixed,moderate_wellbeing,3.1613927153880875e-4,0.03161392715388087
Males,75-110,Least Deprived,SEHSCT,Mixed,moderate_wellbeing,3.161392715388086e-4,0.03161392715388086
Females,75-110,Least Deprived,SEHSCT,Mixed,moderate_wellbeing,3.597446883027824e-4,0.03597446883027824
Males,16-34,Most Deprived,SHSCT,Mixed,moderate_wellbeing,2.929699819137402e-4,0.029296998191374022
Females,16-34,Most Deprived,SHSCT,Mixed,moderate_wellbeing,3.3892605750805276e-4,0.03389260575080528
Males,35-44,Most Deprived,SHSCT,Mixed,moderate_wellbeing,3.216925291601857e-4,0.03216925291601857
Females,35-44,Most Deprived,SHSCT,Mixed,moderate_wellbeing,3.9062664255165407e-4,0.03906266425516541
Males,45-54,Most Deprived,SHSCT,Mixed,moderate_wellbeing,3.2169252916018566e-4,0.03216925291601857
Females,45-54,Most Deprived,SHSCT,Mixed,moderate_wellbeing,3.561595858559196e-4,0.03561595858559196
Males,55-64,Most Deprived,SHSCT,Mixed,moderate_wellbeing,2.757364535658734e-4,0.02757364535658734
Females,55-64,Most Deprived,SHSCT,Mixed,moderate_wellbeing,3.5615958585591986e-4,0.03561595858559199
Males,65-74,Most Deprived,SHSCT,Mixed,moderate_wellbeing,3.331815480587637e-4,0.03331815480587637
Females,65-74,Most Deprived,SHSCT,Mixed,moderate_wellbeing,3.331815480587637e-4,0.03331815480587637
Males,75-110,Most Deprived,SHSCT,Mixed,moderate_wellbeing,3.331815480587635e-4,0.033318154805876354
Females,75-110,Most Deprived,SHSCT,Mixed,moderate_wellbeing,3.791376236530759e-4,0.037913762365307586
Males,16-34,Quintile 2,SHSCT,Mixed,moderate_wellbeing,2.9820158873362863e-4,0.029820158873362864
Females,16-34,Quintile 2,SHSCT,Mixed,moderate_wellbeing,3.4497830853498246e-4,0.034497830853498244
Males,35-44,Quintile 2,SHSCT,Mixed,moderate_wellbeing,3.2743703860947497e-4,0.0327437038609475
Females,35-44,Quintile 2,SHSCT,Mixed,moderate_wellbeing,3.976021183115053e-4,0.03976021183115053
Males,45-54,Quintile 2,SHSCT,Mixed,moderate_wellbeing,3.274370386094749e-4,0.03274370386094749
Females,45-54,Quintile 2,SHSCT,Mixed,moderate_wellbeing,3.6251957846048985e-4,0.03625195784604898
Males,55-64,Quintile 2,SHSCT,Mixed,moderate_wellbeing,2.8066031880812125e-4,0.028066031880812123
Females,55-64,Quintile 2,SHSCT,Mixed,moderate_wellbeing,3.6251957846049007e-4,0.03625195784604901
Males,65-74,Quintile 2,SHSCT,Mixed,moderate_wellbeing,3.391312185598131e-4,0.03391312185598131
Females,65-74,Quintile 2,SHSCT,Mixed,moderate_wellbeing,3.391312185598133e-4,0.03391312185598133
Males,75-110,Quintile 2,SHSCT,Mixed,moderate_wellbeing,3.39131218559813e-4,0.0339131218559813
Females,75-110,Quintile 2,SHSCT,Mixed,moderate_wellbeing,3.8590793836116677e-4,0.038590793836116674
Males,16-34,Quintile 3,SHSCT,Mixed,moderate_wellbeing,3.0343319555351666e-4,0.030343319555351668
Females,16-34,Quintile 3,SHSCT,Mixed,moderate_wellbeing,3.510305595619116e-4,0.03510305595619116
Males,35-44,Quintile 3,SHSCT,Mixed,moderate_wellbeing,3.331815480587638e-4,0.033318154805876375
Females,35-44,Quintile 3,SHSCT,Mixed,moderate_wellbeing,4.0457759407135595e-4,0.04045775940713559
Males,45-54,Quintile 3,SHSCT,Mixed,moderate_wellbeing,3.331815480587637e-4,0.03331815480587637
Females,45-54,Quintile 3,SHSCT,Mixed,moderate_wellbeing,3.688795710650596e-4,0.03688795710650596
Males,55-64,Quintile 3,SHSCT,Mixed,moderate_wellbeing,2.855841840503689e-4,0.028558418405036888
Females,55-64,Quintile 3,SHSCT,Mixed,moderate_wellbeing,3.6887957106505984e-4,0.036887957106505984
Males,65-74,Quintile 3,SHSCT,Mixed,moderate_wellbeing,3.450808890608623e-4,0.03450808890608623
Females,65-74,Quintile 3,SHSCT,Mixed,moderate_wellbeing,3.450808890608623e-4,0.03450808890608623
Males,75-110,Quintile 3,SHSCT,Mixed,moderate_wellbeing,3.450808890608621e-4,0.03450808890608621
Females,75-110,Quintile 3,SHSCT,Mixed,moderate_wellbeing,3.926782530692572e-4,0.03926782530692572
Males,16-34,Quintile 4,SHSCT,Mixed,moderate_wellbeing,3.08664802373405e-4,0.030866480237340503
Females,16-34,Quintile 4,SHSCT,Mixed,moderate_wellbeing,3.570828105888413e-4,0.035708281058884135
Males,35-44,Quintile 4,SHSCT,Mixed,moderate_wellbeing,3.3892605750805287e-4,0.033892605750805285
Females,35-44,Quintile 4,SHSCT,Mixed,moderate_wellbeing,4.1155306983120706e-4,0.041155306983120706
Males,45-54,Quintile 4,SHSCT,Mixed,moderate_wellbeing,3.3892605750805287e-4,0.033892605750805285
Females,45-54,Quintile 4,SHSCT,Mixed,moderate_wellbeing,3.7523956366962967e-4,0.037523956366962964
Males,55-64,Quintile 4,SHSCT,Mixed,moderate_wellbeing,2.905080492926166e-4,0.029050804929261664
Females,55-64,Quintile 4,SHSCT,Mixed,moderate_wellbeing,3.752395636696299e-4,0.037523956366962985
Males,65-74,Quintile 4,SHSCT,Mixed,moderate_wellbeing,3.5103055956191173e-4,0.035103055956191176
Females,65-74,Quintile 4,SHSCT,Mixed,moderate_wellbeing,3.5103055956191184e-4,0.03510305595619118
Males,75-110,Quintile 4,SHSCT,Mixed,moderate_wellbeing,3.5103055956191157e-4,0.035103055956191155
Females,75-110,Quintile 4,SHSCT,Mixed,moderate_wellbeing,3.994485677773478e-4,0.03994485677773478
Males,16-34,Least Deprived,SHSCT,Mixed,moderate_wellbeing,2.877383750938521e-4,0.028773837509385208
Females,16-34,Least Deprived,SHSCT,Mixed,moderate_wellbeing,3.3287380648112317e-4,0.03328738064811232
Males,35-44,Least Deprived,SHSCT,Mixed,moderate_wellbeing,3.159480197108967e-4,0.031594801971089666
Females,35-44,Least Deprived,SHSCT,Mixed,moderate_wellbeing,3.836511667918031e-4,0.038365116679180314
Males,45-54,Least Deprived,SHSCT,Mixed,moderate_wellbeing,3.159480197108965e-4,0.03159480197108965
Females,45-54,Least Deprived,SHSCT,Mixed,moderate_wellbeing,3.497995932513496e-4,0.03497995932513496
Males,55-64,Least Deprived,SHSCT,Mixed,moderate_wellbeing,2.7081258832362565e-4,0.027081258832362565
Females,55-64,Least Deprived,SHSCT,Mixed,moderate_wellbeing,3.497995932513498e-4,0.03497995932513498
Males,65-74,Least Deprived,SHSCT,Mixed,moderate_wellbeing,3.2723187755771425e-4,0.032723187755771425
Females,65-74,Least Deprived,SHSCT,Mixed,moderate_wellbeing,3.2723187755771436e-4,0.03272318775577144
Males,75-110,Least Deprived,SHSCT,Mixed,moderate_wellbeing,3.272318775577141e-4,0.03272318775577141
Females,75-110,Least Deprived,SHSCT,Mixed,moderate_wellbeing,3.7236730894498523e-4,0.037236730894498526
Males,16-34,Most Deprived,WHSCT,Mixed,moderate_wellbeing,2.979355748275324e-4,0.02979355748275324
Females,16-34,Most Deprived,WHSCT,Mixed,moderate_wellbeing,3.446705669573417e-4,0.03446705669573417
Males,35-44,Most Deprived,WHSCT,Mixed,moderate_wellbeing,3.2714494490866333e-4,0.03271449449086633
Females,35-44,Most Deprived,WHSCT,Mixed,moderate_wellbeing,3.972474331033769e-4,0.039724743310337686
Males,45-54,Most Deprived,WHSCT,Mixed,moderate_wellbeing,3.271449449086633e-4,0.03271449449086633
Females,45-54,Most Deprived,WHSCT,Mixed,moderate_wellbeing,3.621961890060199e-4,0.03621961890060199
Males,55-64,Most Deprived,WHSCT,Mixed,moderate_wellbeing,2.804099527788542e-4,0.028040995277885422
Females,55-64,Most Deprived,WHSCT,Mixed,moderate_wellbeing,3.621961890060201e-4,0.03621961890060201
Males,65-74,Most Deprived,WHSCT,Mixed,moderate_wellbeing,3.388286929411155e-4,0.03388286929411155
Females,65-74,Most Deprived,WHSCT,Mixed,moderate_wellbeing,3.388286929411155e-4,0.03388286929411155
Males,75-110,Most Deprived,WHSCT,Mixed,moderate_wellbeing,3.388286929411153e-4,0.03388286929411153
Females,75-110,Most Deprived,WHSCT,Mixed,moderate_wellbeing,3.855636850709246e-4,0.03855636850709246
Males,16-34,Quintile 2,WHSCT,Mixed,moderate_wellbeing,3.0325585294945287e-4,0.030325585294945286
Females,16-34,Quintile 2,WHSCT,Mixed,moderate_wellbeing,3.5082539851015145e-4,0.03508253985101514
Males,35-44,Quintile 2,WHSCT,Mixed,moderate_wellbeing,3.3298681892488967e-4,0.03329868189248897
Females,35-44,Quintile 2,WHSCT,Mixed,moderate_wellbeing,4.043411372659375e-4,0.04043411372659375
Males,45-54,Quintile 2,WHSCT,Mixed,moderate_wellbeing,3.329868189248896e-4,0.03329868189248896
Females,45-54,Quintile 2,WHSCT,Mixed,moderate_wellbeing,3.6866397809541323e-4,0.036866397809541325
Males,55-64,Quintile 2,WHSCT,Mixed,moderate_wellbeing,2.8541727336419114e-4,0.028541727336419114
Females,55-64,Quintile 2,WHSCT,Mixed,moderate_wellbeing,3.6866397809541356e-4,0.03686639780954135
Males,65-74,Quintile 2,WHSCT,Mixed,moderate_wellbeing,3.4487920531506413e-4,0.034487920531506414
Females,65-74,Quintile 2,WHSCT,Mixed,moderate_wellbeing,3.448792053150642e-4,0.03448792053150642
Males,75-110,Quintile 2,WHSCT,Mixed,moderate_wellbeing,3.4487920531506397e-4,0.0344879205315064
Females,75-110,Quintile 2,WHSCT,Mixed,moderate_wellbeing,3.9244875087576266e-4,0.039244875087576264
Males,16-34,Quintile 3,WHSCT,Mixed,moderate_wellbeing,3.085761310713729e-4,0.03085761310713729
Females,16-34,Quintile 3,WHSCT,Mixed,moderate_wellbeing,3.5698023006296105e-4,0.035698023006296105
Males,35-44,Quintile 3,WHSCT,Mixed,moderate_wellbeing,3.3882869294111557e-4,0.03388286929411156
Females,35-44,Quintile 3,WHSCT,Mixed,moderate_wellbeing,4.114348414284975e-4,0.04114348414284975
Males,45-54,Quintile 3,WHSCT,Mixed,moderate_wellbeing,3.3882869294111557e-4,0.03388286929411156
Females,45-54,Quintile 3,WHSCT,Mixed,moderate_wellbeing,3.751317671848063e-4,0.03751317671848063
Males,55-64,Quintile 3,WHSCT,Mixed,moderate_wellbeing,2.9042459394952754e-4,0.029042459394952754
Females,55-64,Quintile 3,WHSCT,Mixed,moderate_wellbeing,3.7513176718480647e-4,0.037513176718480645
Males,65-74,Quintile 3,WHSCT,Mixed,moderate_wellbeing,3.509297176890125e-4,0.03509297176890125
Females,65-74,Quintile 3,WHSCT,Mixed,moderate_wellbeing,3.5092971768901243e-4,0.03509297176890124
Males,75-110,Quintile 3,WHSCT,Mixed,moderate_wellbeing,3.509297176890123e-4,0.035092971768901235
Females,75-110,Quintile 3,WHSCT,Mixed,moderate_wellbeing,3.993338166806005e-4,0.03993338166806005
Males,16-34,Quintile 4,WHSCT,Mixed,moderate_wellbeing,3.138964091932931e-4,0.03138964091932931
Females,16-34,Quintile 4,WHSCT,Mixed,moderate_wellbeing,3.631350616157707e-4,0.03631350616157707
Males,35-44,Quintile 4,WHSCT,Mixed,moderate_wellbeing,3.446705669573419e-4,0.03446705669573419
Females,35-44,Quintile 4,WHSCT,Mixed,moderate_wellbeing,4.18528545591058e-4,0.0418528545591058
Males,45-54,Quintile 4,WHSCT,Mixed,moderate_wellbeing,3.4467056695734174e-4,0.034467056695734175
Females,45-54,Quintile 4,WHSCT,Mixed,moderate_wellbeing,3.8159955627419965e-4,0.038159955627419966
Males,55-64,Quintile 4,WHSCT,Mixed,moderate_wellbeing,2.954319145348643e-4,0.029543191453486432
Females,55-64,Quintile 4,WHSCT,Mixed,moderate_wellbeing,3.815995562741998e-4,0.03815995562741998
Males,65-74,Quintile 4,WHSCT,Mixed,moderate_wellbeing,3.569802300629611e-4,0.03569802300629611
Females,65-74,Quintile 4,WHSCT,Mixed,moderate_wellbeing,3.5698023006296105e-4,0.035698023006296105
Males,75-110,Quintile 4,WHSCT,Mixed,moderate_wellbeing,3.5698023006296094e-4,0.03569802300629609
Females,75-110,Quintile 4,WHSCT,Mixed,moderate_wellbeing,4.062188824854385e-4,0.04062188824854385
Males,16-34,Least Deprived,WHSCT,Mixed,moderate_wellbeing,2.9261529670561215e-4,0.029261529670561216
Females,16-34,Least Deprived,WHSCT,Mixed,moderate_wellbeing,3.3851573540453193e-4,0.03385157354045319
Males,35-44,Least Deprived,WHSCT,Mixed,moderate_wellbeing,3.2130307089243715e-4,0.03213030708924371
Females,35-44,Least Deprived,WHSCT,Mixed,moderate_wellbeing,3.9015372894081663e-4,0.03901537289408166
Males,45-54,Least Deprived,WHSCT,Mixed,moderate_wellbeing,3.2130307089243715e-4,0.03213030708924371
Females,45-54,Least Deprived,WHSCT,Mixed,moderate_wellbeing,3.5572839991662665e-4,0.035572839991662664
Males,55-64,Least Deprived,WHSCT,Mixed,moderate_wellbeing,2.754026321935176e-4,0.027540263219351758
Females,55-64,Least Deprived,WHSCT,Mixed,moderate_wellbeing,3.5572839991662687e-4,0.035572839991662684
Males,65-74,Least Deprived,WHSCT,Mixed,moderate_wellbeing,3.3277818056716695e-4,0.033277818056716695
Females,65-74,Least Deprived,WHSCT,Mixed,moderate_wellbeing,3.327781805671671e-4,0.03327781805671671
Males,75-110,Least Deprived,WHSCT,Mixed,moderate_wellbeing,3.3277818056716684e-4,0.03327781805671669
Females,75-110,Least Deprived,WHSCT,Mixed,moderate_wellbeing,3.786786192660866e-4,0.03786786192660866
Males,16-34,Most Deprived,BHSCT,Rural,moderate_wellbeing,2.592039500999531e-4,0.02592039500999531
Females,16-34,Most Deprived,BHSCT,Rural,moderate_wellbeing,2.9986339325288705e-4,0.029986339325288706
Males,35-44,Most Deprived,BHSCT,Rural,moderate_wellbeing,2.8461610207053693e-4,0.028461610207053692
Females,35-44,Most Deprived,BHSCT,Rural,moderate_wellbeing,3.456052667999377e-4,0.03456052667999377
Males,45-54,Most Deprived,BHSCT,Rural,moderate_wellbeing,2.846161020705369e-4,0.02846161020705369
Females,45-54,Most Deprived,BHSCT,Rural,moderate_wellbeing,3.151106844352371e-4,0.031511068443523714
Males,55-64,Most Deprived,BHSCT,Rural,moderate_wellbeing,2.4395665891760308e-4,0.02439566589176031
Females,55-64,Most Deprived,BHSCT,Rural,moderate_wellbeing,3.1511068443523734e-4,0.031511068443523735
Males,65-74,Most Deprived,BHSCT,Rural,moderate_wellbeing,2.947809628587702e-4,0.029478096285877022
Females,65-74,Most Deprived,BHSCT,Rural,moderate_wellbeing,2.947809628587702e-4,0.029478096285877022
Males,75-110,Most Deprived,BHSCT,Rural,moderate_wellbeing,2.947809628587701e-4,0.029478096285877012
Females,75-110,Most Deprived,BHSCT,Rural,moderate_wellbeing,3.3544040601170413e-4,0.033544040601170416
Males,16-34,Quintile 2,BHSCT,Rural,moderate_wellbeing,0.00026383259206602373,0.026383259206602373
Females,16-34,Quintile 2,BHSCT,Rural,moderate_wellbeing,3.0521809670383163e-4,0.030521809670383163
Males,35-44,Quintile 2,BHSCT,Rural,moderate_wellbeing,2.896985324646538e-4,0.028969853246465383
Females,35-44,Quintile 2,BHSCT,Rural,moderate_wellbeing,3.517767894213654e-4,0.03517767894213654
Males,45-54,Quintile 2,BHSCT,Rural,moderate_wellbeing,2.896985324646538e-4,0.028969853246465383
Females,45-54,Quintile 2,BHSCT,Rural,moderate_wellbeing,3.2073766094300934e-4,0.03207376609430093
Males,55-64,Quintile 2,BHSCT,Rural,moderate_wellbeing,2.48313027826846e-4,0.024831302782684597
Females,55-64,Quintile 2,BHSCT,Rural,moderate_wellbeing,3.207376609430095e-4,0.03207376609430095
Males,65-74,Quintile 2,BHSCT,Rural,moderate_wellbeing,3.000449086241056e-4,0.03000449086241056
Females,65-74,Quintile 2,BHSCT,Rural,moderate_wellbeing,3.0004490862410566e-4,0.030004490862410565
Males,75-110,Quintile 2,BHSCT,Rural,moderate_wellbeing,3.000449086241055e-4,0.03000449086241055
Females,75-110,Quintile 2,BHSCT,Rural,moderate_wellbeing,3.414304132619133e-4,0.03414304132619133
Males,16-34,Quintile 3,BHSCT,Rural,moderate_wellbeing,2.684612340320942e-4,0.02684612340320942
Females,16-34,Quintile 3,BHSCT,Rural,moderate_wellbeing,3.1057280015477583e-4,0.031057280015477584
Males,35-44,Quintile 3,BHSCT,Rural,moderate_wellbeing,2.947809628587704e-4,0.02947809628587704
Females,35-44,Quintile 3,BHSCT,Rural,moderate_wellbeing,3.5794831204279267e-4,0.035794831204279266
Males,45-54,Quintile 3,BHSCT,Rural,moderate_wellbeing,2.947809628587703e-4,0.029478096285877026
Females,45-54,Quintile 3,BHSCT,Rural,moderate_wellbeing,3.2636463745078123e-4,0.03263646374507812
Males,55-64,Quintile 3,BHSCT,Rural,moderate_wellbeing,2.526693967360888e-4,0.025266939673608883
Females,55-64,Quintile 3,BHSCT,Rural,moderate_wellbeing,3.2636463745078144e-4,0.03263646374507814
Males,65-74,Quintile 3,BHSCT,Rural,moderate_wellbeing,3.0530885438944066e-4,0.030530885438944066
Females,65-74,Quintile 3,BHSCT,Rural,moderate_wellbeing,3.053088543894407e-4,0.030530885438944073
Males,75-110,Quintile 3,BHSCT,Rural,moderate_wellbeing,3.0530885438944045e-4,0.030530885438944045
Females,75-110,Quintile 3,BHSCT,Rural,moderate_wellbeing,3.4742042051212217e-4,0.034742042051212216
Males,16-34,Quintile 4,BHSCT,Rural,moderate_wellbeing,2.730898759981649e-4,0.02730898759981649
Females,16-34,Quintile 4,BHSCT,Rural,moderate_wellbeing,3.159275036057203e-4,0.03159275036057203
Males,35-44,Quintile 4,BHSCT,Rural,moderate_wellbeing,2.9986339325288716e-4,0.029986339325288717
Females,35-44,Quintile 4,BHSCT,Rural,moderate_wellbeing,3.641198346642202e-4,0.03641198346642202
Males,45-54,Quintile 4,BHSCT,Rural,moderate_wellbeing,2.9986339325288716e-4,0.029986339325288717
Females,45-54,Quintile 4,BHSCT,Rural,moderate_wellbeing,3.3199161395855344e-4,0.033199161395855346
Males,55-64,Quintile 4,BHSCT,Rural,moderate_wellbeing,2.570257656453317e-4,0.02570257656453317
Females,55-64,Quintile 4,BHSCT,Rural,moderate_wellbeing,3.319916139585536e-4,0.03319916139585536
Males,65-74,Quintile 4,BHSCT,Rural,moderate_wellbeing,3.105728001547759e-4,0.031057280015477588
Females,65-74,Quintile 4,BHSCT,Rural,moderate_wellbeing,3.105728001547759e-4,0.031057280015477588
Males,75-110,Quintile 4,BHSCT,Rural,moderate_wellbeing,3.105728001547757e-4,0.031057280015477574
Females,75-110,Quintile 4,BHSCT,Rural,moderate_wellbeing,3.534104277623312e-4,0.03534104277623312
Males,16-34,Least Deprived,BHSCT,Rural,moderate_wellbeing,2.545753081338825e-4,0.02545753081338825
Females,16-34,Least Deprived,BHSCT,Rural,moderate_wellbeing,2.945086898019427e-4,0.029450868980194268
Males,35-44,Least Deprived,BHSCT,Rural,moderate_wellbeing,2.795336716764202e-4,0.02795336716764202
Females,35-44,Least Deprived,BHSCT,Rural,moderate_wellbeing,3.3943374417851025e-4,0.03394337441785102
Males,45-54,Least Deprived,BHSCT,Rural,moderate_wellbeing,2.7953367167642015e-4,0.027953367167642015
Females,45-54,Least Deprived,BHSCT,Rural,moderate_wellbeing,3.0948370792746496e-4,0.030948370792746496
Males,55-64,Least Deprived,BHSCT,Rural,moderate_wellbeing,2.396002900083601e-4,0.02396002900083601
Females,55-64,Least Deprived,BHSCT,Rural,moderate_wellbeing,3.094837079274652e-4,0.030948370792746517
Males,65-74,Least Deprived,BHSCT,Rural,moderate_wellbeing,2.8951701709343516e-4,0.028951701709343518
Females,65-74,Least Deprived,BHSCT,Rural,moderate_wellbeing,2.895170170934351e-4,0.02895170170934351
Males,75-110,Least Deprived,BHSCT,Rural,moderate_wellbeing,2.89517017093435e-4,0.0289517017093435
Females,75-110,Least Deprived,BHSCT,Rural,moderate_wellbeing,3.2945039876149514e-4,0.032945039876149516
Males,16-34,Most Deprived,NHSCT,Rural,moderate_wellbeing,2.7360416954995057e-4,0.027360416954995057
Females,16-34,Most Deprived,NHSCT,Rural,moderate_wellbeing,3.165224706558254e-4,0.03165224706558254
Males,35-44,Most Deprived,NHSCT,Rural,moderate_wellbeing,3.004281077411225e-4,0.03004281077411225
Females,35-44,Most Deprived,NHSCT,Rural,moderate_wellbeing,3.648055593999346e-4,0.036480555939993456
Males,45-54,Most Deprived,NHSCT,Rural,moderate_wellbeing,3.004281077411225e-4,0.03004281077411225
Females,45-54,Most Deprived,NHSCT,Rural,moderate_wellbeing,3.326168335705282e-4,0.03326168335705282
Males,55-64,Most Deprived,NHSCT,Rural,moderate_wellbeing,2.575098066352478e-4,0.02575098066352478
Females,55-64,Most Deprived,NHSCT,Rural,moderate_wellbeing,3.3261683357052835e-4,0.03326168335705283
Males,65-74,Most Deprived,NHSCT,Rural,moderate_wellbeing,3.111576830175911e-4,0.031115768301759113
Females,65-74,Most Deprived,NHSCT,Rural,moderate_wellbeing,3.111576830175911e-4,0.031115768301759113
Males,75-110,Most Deprived,NHSCT,Rural,moderate_wellbeing,3.111576830175909e-4,0.03111576830175909
Females,75-110,Most Deprived,NHSCT,Rural,moderate_wellbeing,3.540759841234657e-4,0.03540759841234657
Males,16-34,Quintile 2,NHSCT,Rural,moderate_wellbeing,2.784899582919142e-4,0.02784899582919142
Females,16-34,Quintile 2,NHSCT,Rural,moderate_wellbeing,3.2217465763182253e-4,0.032217465763182254
Males,35-44,Quintile 2,NHSCT,Rural,moderate_wellbeing,3.0579289537935696e-4,0.030579289537935695
Females,35-44,Quintile 2,NHSCT,Rural,moderate_wellbeing,3.713199443892193e-4,0.03713199443892193
Males,45-54,Quintile 2,NHSCT,Rural,moderate_wellbeing,3.0579289537935696e-4,0.030579289537935695
Females,45-54,Quintile 2,NHSCT,Rural,moderate_wellbeing,3.385564198842879e-4,0.03385564198842879
Males,55-64,Quintile 2,NHSCT,Rural,moderate_wellbeing,2.6210819603944877e-4,0.026210819603944877
Females,55-64,Quintile 2,NHSCT,Rural,moderate_wellbeing,3.3855641988428804e-4,0.0338556419884288
Males,65-74,Quintile 2,NHSCT,Rural,moderate_wellbeing,3.1671407021433397e-4,0.031671407021433395
Females,65-74,Quintile 2,NHSCT,Rural,moderate_wellbeing,3.1671407021433397e-4,0.031671407021433395
Males,75-110,Quintile 2,NHSCT,Rural,moderate_wellbeing,3.1671407021433375e-4,0.031671407021433375
Females,75-110,Quintile 2,NHSCT,Rural,moderate_wellbeing,3.603987695542422e-4,0.036039876955424224
Males,16-34,Quintile 3,NHSCT,Rural,moderate_wellbeing,2.8337574703387735e-4,0.028337574703387734
Females,16-34,Quintile 3,NHSCT,Rural,moderate_wellbeing,3.278268446078192e-4,0.03278268446078192
Males,35-44,Quintile 3,NHSCT,Rural,moderate_wellbeing,3.111576830175912e-4,0.031115768301759123
Females,35-44,Quintile 3,NHSCT,Rural,moderate_wellbeing,3.7783432937850354e-4,0.03778343293785035
Males,45-54,Quintile 3,NHSCT,Rural,moderate_wellbeing,3.1115768301759116e-4,0.031115768301759116
Females,45-54,Quintile 3,NHSCT,Rural,moderate_wellbeing,3.444960061980471e-4,0.03444960061980471
Males,55-64,Quintile 3,NHSCT,Rural,moderate_wellbeing,2.667065854436495e-4,0.026670658544364952
Females,55-64,Quintile 3,NHSCT,Rural,moderate_wellbeing,3.444960061980473e-4,0.03444960061980473
Males,65-74,Quintile 3,NHSCT,Rural,moderate_wellbeing,3.2227045741107645e-4,0.03222704574110764
Females,65-74,Quintile 3,NHSCT,Rural,moderate_wellbeing,3.222704574110764e-4,0.03222704574110764
Males,75-110,Quintile 3,NHSCT,Rural,moderate_wellbeing,3.222704574110763e-4,0.03222704574110763
Females,75-110,Quintile 3,NHSCT,Rural,moderate_wellbeing,3.667215549850181e-4,0.03667215549850181
Males,16-34,Quintile 4,NHSCT,Rural,moderate_wellbeing,2.8826153577584095e-4,0.028826153577584095
Females,16-34,Quintile 4,NHSCT,Rural,moderate_wellbeing,3.3347903158381615e-4,0.03334790315838162
Males,35-44,Quintile 4,NHSCT,Rural,moderate_wellbeing,3.165224706558256e-4,0.03165224706558256
Females,35-44,Quintile 4,NHSCT,Rural,moderate_wellbeing,3.8434871436778824e-4,0.038434871436778824
Males,45-54,Quintile 4,NHSCT,Rural,moderate_wellbeing,3.165224706558256e-4,0.03165224706558256
Females,45-54,Quintile 4,NHSCT,Rural,moderate_wellbeing,3.5043559251180667e-4,0.03504355925118067
Males,55-64,Quintile 4,NHSCT,Rural,moderate_wellbeing,2.7130497484785033e-4,0.02713049748478503
Females,55-64,Quintile 4,NHSCT,Rural,moderate_wellbeing,3.5043559251180683e-4,0.03504355925118068
