sex,age,deprivation,hsct,geo,smoking,probability
Females,65-74,Most Deprived,SHSCT,Urban,former,3.917773772831916e-4
Males,75-110,Most Deprived,SHSCT,Urban,former,5.62835105392754e-4
Females,75-110,Most Deprived,SHSCT,Urban,former,3.586694299071474e-4
Males,16-34,Quintile 2,SHSCT,Urban,former,2.976562125998652e-4
Females,16-34,Quintile 2,SHSCT,Urban,former,2.9261119204732533e-4
Males,35-44,Quintile 2,SHSCT,Urban,former,3.6324147978288637e-4
Females,35-44,Quintile 2,SHSCT,Urban,former,3.2792633591510593e-4
Males,45-54,Quintile 2,SHSCT,Urban,former,3.682865003354268e-4
Females,45-54,Quintile 2,SHSCT,Urban,former,3.329713564676459e-4
Males,55-64,Quintile 2,SHSCT,Urban,former,3.6828650033542674e-4
Females,55-64,Quintile 2,SHSCT,Urban,former,2.7747613038970497e-4
Males,65-74,Quintile 2,SHSCT,Urban,former,4.540518497286083e-4
Females,65-74,Quintile 2,SHSCT,Urban,former,3.581964592303466e-4
Males,75-110,Quintile 2,SHSCT,Urban,former,5.145920963590892e-4
Females,75-110,Quintile 2,SHSCT,Urban,former,3.279263359151061e-4
Males,16-34,Quintile 3,SHSCT,Urban,former,2.976562125998652e-4
Females,16-34,Quintile 3,SHSCT,Urban,former,2.9261119204732544e-4
Males,35-44,Quintile 3,SHSCT,Urban,former,3.6324147978288637e-4
Females,35-44,Quintile 3,SHSCT,Urban,former,3.2792633591510593e-4
Males,45-54,Quintile 3,SHSCT,Urban,former,3.682865003354269e-4
Females,45-54,Quintile 3,SHSCT,Urban,former,3.32971356467646e-4
Males,55-64,Quintile 3,SHSCT,Urban,former,3.6828650033542674e-4
Females,55-64,Quintile 3,SHSCT,Urban,former,2.7747613038970497e-4
Males,65-74,Quintile 3,SHSCT,Urban,former,4.5405184972860835e-4
Females,65-74,Quintile 3,SHSCT,Urban,former,3.5819645923034665e-4
Males,75-110,Quintile 3,SHSCT,Urban,former,5.145920963590891e-4
Females,75-110,Quintile 3,SHSCT,Urban,former,3.279263359151061e-4
Males,16-34,Quintile 4,SHSCT,Urban,former,3.0230709092173816e-4
Females,16-34,Quintile 4,SHSCT,Urban,former,2.971832419230648e-4
Males,35-44,Quintile 4,SHSCT,Urban,former,3.68917127904494e-4
Females,35-44,Quintile 4,SHSCT,Urban,former,3.3305018491377943e-4
Males,45-54,Quintile 4,SHSCT,Urban,former,3.740409769031677e-4
Females,45-54,Quintile 4,SHSCT,Urban,former,3.381740339124527e-4
Males,55-64,Quintile 4,SHSCT,Urban,former,3.740409769031676e-4
Females,55-64,Quintile 4,SHSCT,Urban,former,2.8181169492704405e-4
Males,65-74,Quintile 4,SHSCT,Urban,former,4.611464098806178e-4
Females,65-74,Quintile 4,SHSCT,Urban,former,3.637932789058207e-4
Males,75-110,Quintile 4,SHSCT,Urban,former,5.226325978646998e-4
Females,75-110,Quintile 4,SHSCT,Urban,former,3.330501849137796e-4
Males,16-34,Least Deprived,SHSCT,Urban,former,3.4416499581859435e-4
Females,16-34,Least Deprived,SHSCT,Urban,former,3.383316908047201e-4
Males,35-44,Least Deprived,SHSCT,Urban,former,4.1999796099896245e-4
Females,35-44,Least Deprived,SHSCT,Urban,former,3.791648259018414e-4
Males,45-54,Least Deprived,SHSCT,Urban,former,4.258312660128373e-4
Females,45-54,Least Deprived,SHSCT,Urban,former,3.8499813091571555e-4
Males,55-64,Least Deprived,SHSCT,Urban,former,4.258312660128372e-4
Females,55-64,Least Deprived,SHSCT,Urban,former,3.208317757630965e-4
Males,65-74,Least Deprived,SHSCT,Urban,former,5.249974512487035e-4
Females,65-74,Least Deprived,SHSCT,Urban,former,4.1416465598508837e-4
Males,75-110,Least Deprived,SHSCT,Urban,former,5.949971114151969e-4
Females,75-110,Least Deprived,SHSCT,Urban,former,3.791648259018415e-4
Males,16-34,Most Deprived,WHSCT,Urban,former,3.0089773385450435e-4
Females,16-34,Most Deprived,WHSCT,Urban,former,2.9579777226375e-4
Males,35-44,Most Deprived,WHSCT,Urban,former,3.671972345343102e-4
Females,35-44,Most Deprived,WHSCT,Urban,former,3.3149750339903024e-4
Males,45-54,Most Deprived,WHSCT,Urban,former,3.722971961250647e-4
Females,45-54,Most Deprived,WHSCT,Urban,former,3.3659746498978436e-4
Males,55-64,Most Deprived,WHSCT,Urban,former,3.7229719612506465e-4
Females,55-64,Most Deprived,WHSCT,Urban,former,2.8049788749148703e-4
Males,65-74,Most Deprived,WHSCT,Urban,former,4.5899654316788804e-4
Females,65-74,Most Deprived,WHSCT,Urban,former,3.6209727294355613e-4
Males,75-110,Most Deprived,WHSCT,Urban,former,5.201960822569394e-4
Females,75-110,Most Deprived,WHSCT,Urban,former,3.3149750339903035e-4
Males,16-34,Quintile 2,WHSCT,Urban,former,2.751064995241181e-4
Females,16-34,Quintile 2,WHSCT,Urban,former,2.7044367749828565e-4
Males,35-44,Quintile 2,WHSCT,Urban,former,3.3572318585994073e-4
Females,35-44,Quintile 2,WHSCT,Urban,former,3.0308343167911324e-4
Males,45-54,Quintile 2,WHSCT,Urban,former,3.403860078857734e-4
Females,45-54,Quintile 2,WHSCT,Urban,former,3.077462537049456e-4
Males,55-64,Quintile 2,WHSCT,Urban,former,3.403860078857734e-4
Females,55-64,Quintile 2,WHSCT,Urban,former,2.56455211420788e-4
Males,65-74,Quintile 2,WHSCT,Urban,former,4.196539823249261e-4
Females,65-74,Quintile 2,WHSCT,Urban,former,3.3106036383410834e-4
Males,75-110,Quintile 2,WHSCT,Urban,former,4.756078466349159e-4
Females,75-110,Quintile 2,WHSCT,Urban,former,3.0308343167911335e-4
Males,16-34,Quintile 3,WHSCT,Urban,former,2.7510649952411815e-4
Females,16-34,Quintile 3,WHSCT,Urban,former,2.704436774982857e-4
Males,35-44,Quintile 3,WHSCT,Urban,former,3.3572318585994073e-4
Females,35-44,Quintile 3,WHSCT,Urban,former,3.0308343167911324e-4
Males,45-54,Quintile 3,WHSCT,Urban,former,0.00034038600788577345
Females,45-54,Quintile 3,WHSCT,Urban,former,3.0774625370494563e-4
Males,55-64,Quintile 3,WHSCT,Urban,former,3.403860078857734e-4
Females,55-64,Quintile 3,WHSCT,Urban,former,2.56455211420788e-4
Males,65-74,Quintile 3,WHSCT,Urban,former,4.1965398232492613e-4
Females,65-74,Quintile 3,WHSCT,Urban,former,3.310603638341084e-4
Males,75-110,Quintile 3,WHSCT,Urban,former,4.7560784663491594e-4
Females,75-110,Quintile 3,WHSCT,Urban,former,3.0308343167911335e-4
Males,16-34,Quintile 4,WHSCT,Urban,former,2.794050385791825e-4
Females,16-34,Quintile 4,WHSCT,Urban,former,2.7466935995919636e-4
Males,35-44,Quintile 4,WHSCT,Urban,former,3.409688606390021e-4
Females,35-44,Quintile 4,WHSCT,Urban,former,3.078191102990993e-4
Males,45-54,Quintile 4,WHSCT,Urban,former,3.4570453925898855e-4
Females,45-54,Quintile 4,WHSCT,Urban,former,3.1255478891908527e-4
Males,55-64,Quintile 4,WHSCT,Urban,former,3.457045392589884e-4
Females,55-64,Quintile 4,WHSCT,Urban,former,2.604623240992378e-4
Males,65-74,Quintile 4,WHSCT,Urban,former,4.26211075798753e-4
Females,65-74,Quintile 4,WHSCT,Urban,former,3.3623318201901625e-4
Males,75-110,Quintile 4,WHSCT,Urban,former,4.830392192385863e-4
Females,75-110,Quintile 4,WHSCT,Urban,former,3.078191102990994e-4
Males,16-34,Least Deprived,WHSCT,Urban,former,3.1809189007476167e-4
Females,16-34,Least Deprived,WHSCT,Urban,former,3.1270050210739295e-4
Males,35-44,Least Deprived,WHSCT,Urban,former,3.8817993365055644e-4
Females,35-44,Least Deprived,WHSCT,Urban,former,3.504402178789747e-4
Males,45-54,Least Deprived,WHSCT,Urban,former,3.935713216179256e-4
Females,45-54,Least Deprived,WHSCT,Urban,former,3.558316058463434e-4
Males,55-64,Least Deprived,WHSCT,Urban,former,3.9357132161792555e-4
Females,55-64,Least Deprived,WHSCT,Urban,former,2.965263382052863e-4
Males,65-74,Least Deprived,WHSCT,Urban,former,4.85224917063196e-4
Females,65-74,Least Deprived,WHSCT,Urban,former,3.82788545683188e-4
Males,75-110,Least Deprived,WHSCT,Urban,former,5.499215726716217e-4
Females,75-110,Least Deprived,WHSCT,Urban,former,3.504402178789749e-4
Males,16-34,Most Deprived,BHSCT,Mixed,former,3.438831244051479e-4
Females,16-34,Most Deprived,BHSCT,Mixed,former,3.380545968728574e-4
Males,35-44,Most Deprived,BHSCT,Mixed,former,4.196539823249263e-4
Females,35-44,Most Deprived,BHSCT,Mixed,former,3.7885428959889193e-4
Males,45-54,Most Deprived,BHSCT,Mixed,former,4.254825098572172e-4
Females,45-54,Most Deprived,BHSCT,Mixed,former,3.846828171311823e-4
Males,55-64,Most Deprived,BHSCT,Mixed,former,4.254825098572171e-4
Females,55-64,Most Deprived,BHSCT,Mixed,former,3.205690142759854e-4
Males,65-74,Most Deprived,BHSCT,Mixed,former,5.24567477906158e-4
Females,65-74,Most Deprived,BHSCT,Mixed,former,4.138254547926359e-4
Males,75-110,Most Deprived,BHSCT,Mixed,former,5.945098082936455e-4
Females,75-110,Most Deprived,BHSCT,Mixed,former,3.7885428959889215e-4
Males,16-34,Quintile 2,BHSCT,Mixed,former,3.144074280275637e-4
Females,16-34,Quintile 2,BHSCT,Mixed,former,3.090784885694696e-4
Males,35-44,Quintile 2,BHSCT,Mixed,former,3.836836409827895e-4
Females,35-44,Quintile 2,BHSCT,Mixed,former,0.00034638106477612954
Males,45-54,Quintile 2,BHSCT,Mixed,former,3.8901258044088415e-4
Females,45-54,Quintile 2,BHSCT,Mixed,former,3.517100042342238e-4
Males,55-64,Quintile 2,BHSCT,Mixed,former,3.890125804408841e-4
Females,55-64,Quintile 2,BHSCT,Mixed,former,2.9309167019518655e-4
Males,65-74,Quintile 2,BHSCT,Mixed,former,4.7960455122848724e-4
Females,65-74,Quintile 2,BHSCT,Mixed,former,3.783547015246955e-4
Males,75-110,Quintile 2,BHSCT,Mixed,former,5.435518247256185e-4
Females,75-110,Quintile 2,BHSCT,Mixed,former,3.463810647761297e-4
Males,16-34,Quintile 3,BHSCT,Mixed,former,3.144074280275638e-4
Females,16-34,Quintile 3,BHSCT,Mixed,former,3.090784885694696e-4
Males,35-44,Quintile 3,BHSCT,Mixed,former,3.836836409827896e-4
Females,35-44,Quintile 3,BHSCT,Mixed,former,3.463810647761296e-4
Males,45-54,Quintile 3,BHSCT,Mixed,former,3.8901258044088415e-4
Females,45-54,Quintile 3,BHSCT,Mixed,former,3.517100042342238e-4
Males,55-64,Quintile 3,BHSCT,Mixed,former,3.890125804408841e-4
Females,55-64,Quintile 3,BHSCT,Mixed,former,2.930916701951866e-4
Males,65-74,Quintile 3,BHSCT,Mixed,former,4.796045512284873e-4
Females,65-74,Quintile 3,BHSCT,Mixed,former,3.7835470152469556e-4
Males,75-110,Quintile 3,BHSCT,Mixed,former,5.435518247256185e-4
Females,75-110,Quintile 3,BHSCT,Mixed,former,3.463810647761298e-4
Males,16-34,Quintile 4,BHSCT,Mixed,former,3.1932004409049433e-4
Females,16-34,Quintile 4,BHSCT,Mixed,former,3.139078399533676e-4
Males,35-44,Quintile 4,BHSCT,Mixed,former,3.896786978731455e-4
Females,35-44,Quintile 4,BHSCT,Mixed,former,3.5179326891325656e-4
Males,45-54,Quintile 4,BHSCT,Mixed,former,3.950909020102728e-4
Females,45-54,Quintile 4,BHSCT,Mixed,former,3.572054730503834e-4
Males,55-64,Quintile 4,BHSCT,Mixed,former,3.9509090201027275e-4
Females,55-64,Quintile 4,BHSCT,Mixed,former,2.976712275419862e-4
Males,65-74,Quintile 4,BHSCT,Mixed,former,4.870983723414323e-4
Females,65-74,Quintile 4,BHSCT,Mixed,former,3.8426649373601873e-4
Males,75-110,Quintile 4,BHSCT,Mixed,former,5.520448219869563e-4
Females,75-110,Quintile 4,BHSCT,Mixed,former,3.5179326891325677e-4
Males,16-34,Least Deprived,BHSCT,Mixed,former,3.6353358865687073e-4
Females,16-34,Least Deprived,BHSCT,Mixed,former,3.573720024084493e-4
Males,35-44,Least Deprived,BHSCT,Mixed,former,4.4363420988635053e-4
Females,35-44,Least Deprived,BHSCT,Mixed,former,4.0050310614740003e-4
Males,45-54,Least Deprived,BHSCT,Mixed,former,4.4979579613477243e-4
Females,45-54,Least Deprived,BHSCT,Mixed,former,4.0666469239582134e-4
Males,55-64,Least Deprived,BHSCT,Mixed,former,4.497957961347723e-4
Females,55-64,Least Deprived,BHSCT,Mixed,former,3.3888724366318453e-4
Males,65-74,Least Deprived,BHSCT,Mixed,former,5.545427623579386e-4
Females,65-74,Least Deprived,BHSCT,Mixed,former,4.3747262363792933e-4
Males,75-110,Least Deprived,BHSCT,Mixed,former,6.284817973389967e-4
Females,75-110,Least Deprived,BHSCT,Mixed,former,4.0050310614740014e-4
Males,16-34,Most Deprived,NHSCT,Mixed,former,3.008977338545047e-4
Females,16-34,Most Deprived,NHSCT,Mixed,former,2.9579777226375044e-4
Males,35-44,Most Deprived,NHSCT,Mixed,former,3.671972345343106e-4
Females,35-44,Most Deprived,NHSCT,Mixed,former,3.3149750339903067e-4
Males,45-54,Most Deprived,NHSCT,Mixed,former,3.722971961250652e-4
Females,45-54,Most Deprived,NHSCT,Mixed,former,3.3659746498978474e-4
Males,55-64,Most Deprived,NHSCT,Mixed,former,3.722971961250651e-4
Females,55-64,Most Deprived,NHSCT,Mixed,former,2.804978874914873e-4
Males,65-74,Most Deprived,NHSCT,Mixed,former,4.5899654316788863e-4
Females,65-74,Most Deprived,NHSCT,Mixed,former,3.620972729435566e-4
Males,75-110,Most Deprived,NHSCT,Mixed,former,5.201960822569401e-4
Females,75-110,Most Deprived,NHSCT,Mixed,former,3.314975033990308e-4
Males,16-34,Quintile 2,NHSCT,Mixed,former,2.7510649952411836e-4
Females,16-34,Quintile 2,NHSCT,Mixed,former,2.70443677498286e-4
Males,35-44,Quintile 2,NHSCT,Mixed,former,3.3572318585994106e-4
Females,35-44,Quintile 2,NHSCT,Mixed,former,3.030834316791136e-4
Males,45-54,Quintile 2,NHSCT,Mixed,former,3.403860078857738e-4
Females,45-54,Quintile 2,NHSCT,Mixed,former,3.077462537049459e-4
Males,55-64,Quintile 2,NHSCT,Mixed,former,3.4038600788577377e-4
Females,55-64,Quintile 2,NHSCT,Mixed,former,2.564552114207883e-4
Males,65-74,Quintile 2,NHSCT,Mixed,former,4.196539823249265e-4
Females,65-74,Quintile 2,NHSCT,Mixed,former,3.310603638341088e-4
Males,75-110,Quintile 2,NHSCT,Mixed,former,4.756078466349165e-4
Females,75-110,Quintile 2,NHSCT,Mixed,former,3.0308343167911373e-4
Males,16-34,Quintile 3,NHSCT,Mixed,former,2.7510649952411847e-4
Females,16-34,Quintile 3,NHSCT,Mixed,former,2.7044367749828614e-4
Males,35-44,Quintile 3,NHSCT,Mixed,former,3.3572318585994106e-4
Females,35-44,Quintile 3,NHSCT,Mixed,former,3.030834316791136e-4
Males,45-54,Quintile 3,NHSCT,Mixed,former,3.403860078857739e-4
Females,45-54,Quintile 3,NHSCT,Mixed,former,3.07746253704946e-4
Males,55-64,Quintile 3,NHSCT,Mixed,former,3.4038600788577377e-4
Females,55-64,Quintile 3,NHSCT,Mixed,former,2.564552114207883e-4
Males,65-74,Quintile 3,NHSCT,Mixed,former,4.1965398232492667e-4
Females,65-74,Quintile 3,NHSCT,Mixed,former,3.310603638341088e-4
Males,75-110,Quintile 3,NHSCT,Mixed,former,4.7560784663491654e-4
Females,75-110,Quintile 3,NHSCT,Mixed,former,3.0308343167911373e-4
Males,16-34,Quintile 4,NHSCT,Mixed,former,2.794050385791827e-4
Females,16-34,Quintile 4,NHSCT,Mixed,former,2.7466935995919684e-4
Males,35-44,Quintile 4,NHSCT,Mixed,former,3.4096886063900253e-4
Females,35-44,Quintile 4,NHSCT,Mixed,former,3.078191102990997e-4
Males,45-54,Quintile 4,NHSCT,Mixed,former,3.457045392589889e-4
Females,45-54,Quintile 4,NHSCT,Mixed,former,3.1255478891908554e-4
Males,55-64,Quintile 4,NHSCT,Mixed,former,3.4570453925898887e-4
Females,55-64,Quintile 4,NHSCT,Mixed,former,2.6046232409923805e-4
Males,65-74,Quintile 4,NHSCT,Mixed,former,4.2621107579875347e-4
Females,65-74,Quintile 4,NHSCT,Mixed,former,3.362331820190166e-4
Males,75-110,Quintile 4,NHSCT,Mixed,former,4.8303921923858697e-4
Females,75-110,Quintile 4,NHSCT,Mixed,former,3.078191102990998e-4
Males,16-34,Least Deprived,NHSCT,Mixed,former,3.18091890074762e-4
Females,16-34,Least Deprived,NHSCT,Mixed,former,3.127005021073933e-4
Males,35-44,Least Deprived,NHSCT,Mixed,former,3.8817993365055693e-4
Females,35-44,Least Deprived,NHSCT,Mixed,former,3.504402178789751e-4
Males,45-54,Least Deprived,NHSCT,Mixed,former,3.9357132161792614e-4
Females,45-54,Least Deprived,NHSCT,Mixed,former,3.558316058463439e-4
Males,55-64,Least Deprived,NHSCT,Mixed,former,3.93571321617926e-4
Females,55-64,Least Deprived,NHSCT,Mixed,former,2.9652633820528667e-4
Males,65-74,Least Deprived,NHSCT,Mixed,former,4.8522491706319657e-4
Females,65-74,Least Deprived,NHSCT,Mixed,former,3.827885456831884e-4
Males,75-110,Least Deprived,NHSCT,Mixed,former,5.499215726716226e-4
Females,75-110,Least Deprived,NHSCT,Mixed,former,3.504402178789753e-4
Males,16-34,Most Deprived,SEHSCT,Mixed,former,3.5821158792202925e-4
Females,16-34,Most Deprived,SEHSCT,Mixed,former,3.521402050758933e-4
Males,35-44,Most Deprived,SEHSCT,Mixed,former,4.3713956492179843e-4
Females,35-44,Most Deprived,SEHSCT,Mixed,former,3.94639884998846e-4
Males,45-54,Most Deprived,SEHSCT,Mixed,former,4.432109477679348e-4
Females,45-54,Most Deprived,SEHSCT,Mixed,former,4.0071126784498186e-4
Males,55-64,Most Deprived,SEHSCT,Mixed,former,4.432109477679347e-4
Females,55-64,Most Deprived,SEHSCT,Mixed,former,3.339260565374849e-4
Males,65-74,Most Deprived,SEHSCT,Mixed,former,5.464244561522484e-4
Females,65-74,Most Deprived,SEHSCT,Mixed,former,4.3106818207566254e-4
Males,75-110,Most Deprived,SEHSCT,Mixed,former,6.192810503058812e-4
Females,75-110,Most Deprived,SEHSCT,Mixed,former,3.946398849988462e-4
Males,16-34,Quintile 2,SEHSCT,Mixed,former,3.2750773752871247e-4
Females,16-34,Quintile 2,SEHSCT,Mixed,former,3.21956758926531e-4
Males,35-44,Quintile 2,SEHSCT,Mixed,former,3.9967045935707264e-4
Females,35-44,Quintile 2,SEHSCT,Mixed,former,3.6081360914180197e-4
Males,45-54,Quintile 2,SEHSCT,Mixed,former,4.052214379592545e-4
Females,45-54,Quintile 2,SEHSCT,Mixed,former,3.6636458774398336e-4
Males,55-64,Quintile 2,SEHSCT,Mixed,former,4.052214379592544e-4
Females,55-64,Quintile 2,SEHSCT,Mixed,former,3.0530382311998617e-4
Males,65-74,Quintile 2,SEHSCT,Mixed,former,4.995880741963413e-4
Females,65-74,Quintile 2,SEHSCT,Mixed,former,3.9411948075489137e-4
Males,75-110,Quintile 2,SEHSCT,Mixed,former,5.661998174225197e-4
Females,75-110,Quintile 2,SEHSCT,Mixed,former,3.608136091418021e-4
Males,16-34,Quintile 3,SEHSCT,Mixed,former,3.275077375287125e-4
Females,16-34,Quintile 3,SEHSCT,Mixed,former,3.2195675892653114e-4
Males,35-44,Quintile 3,SEHSCT,Mixed,former,3.9967045935707264e-4
Females,35-44,Quintile 3,SEHSCT,Mixed,former,3.60813609141802e-4
Males,45-54,Quintile 3,SEHSCT,Mixed,former,4.0522143795925457e-4
Females,45-54,Quintile 3,SEHSCT,Mixed,former,3.6636458774398336e-4
Males,55-64,Quintile 3,SEHSCT,Mixed,former,4.0522143795925446e-4
Females,55-64,Quintile 3,SEHSCT,Mixed,former,3.0530382311998617e-4
Males,65-74,Quintile 3,SEHSCT,Mixed,former,4.995880741963413e-4
Females,65-74,Quintile 3,SEHSCT,Mixed,former,3.9411948075489137e-4
Males,75-110,Quintile 3,SEHSCT,Mixed,former,5.6619981742252e-4
Females,75-110,Quintile 3,SEHSCT,Mixed,former,3.6081360914180213e-4
Males,16-34,Quintile 4,SEHSCT,Mixed,former,3.3262504592759844e-4
Females,16-34,Quintile 4,SEHSCT,Mixed,former,3.26987333284758e-4
Males,35-44,Quintile 4,SEHSCT,Mixed,former,4.0591531028452693e-4
Females,35-44,Quintile 4,SEHSCT,Mixed,former,3.664513217846425e-4
Males,45-54,Quintile 4,SEHSCT,Mixed,former,4.1155302292736784e-4
Females,45-54,Quintile 4,SEHSCT,Mixed,former,3.720890344274829e-4
Males,55-64,Quintile 4,SEHSCT,Mixed,former,4.115530229273677e-4
Females,55-64,Quintile 4,SEHSCT,Mixed,former,3.100741953562358e-4
Males,65-74,Quintile 4,SEHSCT,Mixed,former,5.07394137855659e-4
Females,65-74,Quintile 4,SEHSCT,Mixed,former,4.0027759764168645e-4
Males,75-110,Quintile 4,SEHSCT,Mixed,former,5.750466895697466e-4
Females,75-110,Quintile 4,SEHSCT,Mixed,former,3.664513217846427e-4
Males,16-34,Least Deprived,SEHSCT,Mixed,former,3.786808215175738e-4
Females,16-34,Least Deprived,SEHSCT,Mixed,former,3.722625025088016e-4
Males,35-44,Least Deprived,SEHSCT,Mixed,former,4.621189686316154e-4
Females,35-44,Least Deprived,SEHSCT,Mixed,former,4.1719073557020865e-4
Males,45-54,Least Deprived,SEHSCT,Mixed,former,4.685372876403883e-4
Females,45-54,Least Deprived,SEHSCT,Mixed,former,4.2360905457898085e-4
Males,55-64,Least Deprived,SEHSCT,Mixed,former,4.685372876403881e-4
Females,55-64,Least Deprived,SEHSCT,Mixed,former,3.5300754548248407e-4
Males,65-74,Least Deprived,SEHSCT,Mixed,former,5.776487107895197e-4
Females,65-74,Least Deprived,SEHSCT,Mixed,former,4.5570064962284333e-4
Males,75-110,Least Deprived,SEHSCT,Mixed,former,6.546685388947886e-4
Females,75-110,Least Deprived,SEHSCT,Mixed,former,4.171907355702088e-4
Males,16-34,Most Deprived,SHSCT,Mixed,former,3.1522619737138545e-4
Females,16-34,Most Deprived,SHSCT,Mixed,former,3.098833804667858e-4
Males,35-44,Most Deprived,SHSCT,Mixed,former,3.8468281713118207e-4
Females,35-44,Most Deprived,SHSCT,Mixed,former,3.47283098798984e-4
Males,45-54,Most Deprived,SHSCT,Mixed,former,3.9002563403578216e-4
Females,45-54,Most Deprived,SHSCT,Mixed,former,3.5262591570358356e-4
Males,55-64,Most Deprived,SHSCT,Mixed,former,3.900256340357819e-4
Females,55-64,Most Deprived,SHSCT,Mixed,former,2.938549297529863e-4
Males,65-74,Most Deprived,SHSCT,Mixed,former,4.8085352141397786e-4
Females,65-74,Most Deprived,SHSCT,Mixed,former,3.7934000022658257e-4
Males,75-110,Most Deprived,SHSCT,Mixed,former,5.449673242691749e-4
Females,75-110,Most Deprived,SHSCT,Mixed,former,3.472830987989841e-4
Males,16-34,Quintile 2,SHSCT,Mixed,former,2.8820680902526654e-4
Females,16-34,Quintile 2,SHSCT,Mixed,former,2.833219478553469e-4
Males,35-44,Quintile 2,SHSCT,Mixed,former,3.517100042342236e-4
Females,35-44,Quintile 2,SHSCT,Mixed,former,3.175159760447852e-4
Males,45-54,Quintile 2,SHSCT,Mixed,former,3.5659486540414343e-4
Females,45-54,Quintile 2,SHSCT,Mixed,former,3.2240083721470504e-4
Males,55-64,Quintile 2,SHSCT,Mixed,former,3.5659486540414343e-4
Females,55-64,Quintile 2,SHSCT,Mixed,former,2.6866736434558744e-4
Males,65-74,Quintile 2,SHSCT,Mixed,former,4.3963750529277967e-4
Females,65-74,Quintile 2,SHSCT,Mixed,former,3.46825143064304e-4
Males,75-110,Quintile 2,SHSCT,Mixed,former,4.982558393318167e-4
Females,75-110,Quintile 2,SHSCT,Mixed,former,3.175159760447854e-4
Males,16-34,Quintile 3,SHSCT,Mixed,former,2.8820680902526665e-4
Females,16-34,Quintile 3,SHSCT,Mixed,former,2.83321947855347e-4
Males,35-44,Quintile 3,SHSCT,Mixed,former,3.517100042342236e-4
Females,35-44,Quintile 3,SHSCT,Mixed,former,3.175159760447852e-4
Males,45-54,Quintile 3,SHSCT,Mixed,former,3.565948654041435e-4
Females,45-54,Quintile 3,SHSCT,Mixed,former,3.2240083721470504e-4
Males,55-64,Quintile 3,SHSCT,Mixed,former,3.565948654041435e-4
Females,55-64,Quintile 3,SHSCT,Mixed,former,2.6866736434558744e-4
Males,65-74,Quintile 3,SHSCT,Mixed,former,4.396375052927797e-4
Females,65-74,Quintile 3,SHSCT,Mixed,former,3.46825143064304e-4
Males,75-110,Quintile 3,SHSCT,Mixed,former,4.982558393318167e-4
Females,75-110,Quintile 3,SHSCT,Mixed,former,3.175159760447854e-4
Males,16-34,Quintile 4,SHSCT,Mixed,former,2.9271004041628627e-4
Females,16-34,Quintile 4,SHSCT,Mixed,former,2.877488532905866e-4
Males,35-44,Quintile 4,SHSCT,Mixed,former,3.572054730503832e-4
Females,35-44,Quintile 4,SHSCT,Mixed,former,3.2247716317048493e-4
Males,45-54,Quintile 4,SHSCT,Mixed,former,3.621666601760832e-4
Females,45-54,Quintile 4,SHSCT,Mixed,former,3.2743835029618463e-4
Males,55-64,Quintile 4,SHSCT,Mixed,former,3.6216666017608305e-4
Females,55-64,Quintile 4,SHSCT,Mixed,former,2.728652919134872e-4
Males,65-74,Quintile 4,SHSCT,Mixed,former,4.4650684131297924e-4
Females,65-74,Quintile 4,SHSCT,Mixed,former,3.5224428592468354e-4
Males,75-110,Quintile 4,SHSCT,Mixed,former,5.060410868213762e-4
Females,75-110,Quintile 4,SHSCT,Mixed,former,3.2247716317048515e-4
Males,16-34,Least Deprived,SHSCT,Mixed,former,3.3323912293546464e-4
Females,16-34,Least Deprived,SHSCT,Mixed,former,3.27591002207745e-4
Males,35-44,Least Deprived,SHSCT,Mixed,former,4.0666469239582107e-4
Females,35-44,Least Deprived,SHSCT,Mixed,former,3.671278473017831e-4
Males,45-54,Least Deprived,SHSCT,Mixed,former,4.123128131235411e-4
Females,45-54,Least Deprived,SHSCT,Mixed,former,3.7277596802950263e-4
Males,55-64,Least Deprived,SHSCT,Mixed,former,4.1231281312354107e-4
Females,55-64,Least Deprived,SHSCT,Mixed,former,3.106466400245856e-4
Males,65-74,Least Deprived,SHSCT,Mixed,former,5.083308654947765e-4
Females,65-74,Least Deprived,SHSCT,Mixed,former,4.0101657166810155e-4
Males,75-110,Least Deprived,SHSCT,Mixed,former,5.761083142274133e-4
Females,75-110,Least Deprived,SHSCT,Mixed,former,3.671278473017833e-4
Males,16-34,Most Deprived,WHSCT,Mixed,former,2.913454248432503e-4
Females,16-34,Most Deprived,WHSCT,Mixed,former,2.8640736679505963e-4
Males,35-44,Most Deprived,WHSCT,Mixed,former,3.5554017946972906e-4
Females,35-44,Most Deprived,WHSCT,Mixed,former,3.209737731323944e-4
Males,45-54,Most Deprived,WHSCT,Mixed,former,3.6047823751791995e-4
Females,45-54,Most Deprived,WHSCT,Mixed,former,3.25911831180585e-4
Males,55-64,Most Deprived,WHSCT,Mixed,former,3.604782375179199e-4
Females,55-64,Most Deprived,WHSCT,Mixed,former,2.7159319265048756e-4
Males,65-74,Most Deprived,WHSCT,Mixed,former,4.444252243371616e-4
Females,65-74,Most Deprived,WHSCT,Mixed,former,3.506021214215386e-4
Males,75-110,Most Deprived,WHSCT,Mixed,former,5.036819209154497e-4
Females,75-110,Most Deprived,WHSCT,Mixed,former,3.2097377313239464e-4
Males,16-34,Quintile 2,WHSCT,Mixed,former,2.6637295985668585e-4
Females,16-34,Quintile 2,WHSCT,Mixed,former,2.6185816392691166e-4
