sex,age,deprivation,hsct,geo,smoking,probability
Females,35-44,Least Deprived,BHSCT,Rural,current_smoker,6.638592383467744e-5
Males,45-54,Least Deprived,BHSCT,Rural,current_smoker,8.29824047933469e-5
Females,45-54,Least Deprived,BHSCT,Rural,current_smoker,8.021632463356862e-5
Males,55-64,Least Deprived,BHSCT,Rural,current_smoker,7.745024447379048e-5
Females,55-64,Least Deprived,BHSCT,Rural,current_smoker,9.6812805592238e-5
Males,65-74,Least Deprived,BHSCT,Rural,current_smoker,7.468416431401222e-5
Females,65-74,Least Deprived,BHSCT,Rural,current_smoker,6.915200399445576e-5
Males,75-110,Least Deprived,BHSCT,Rural,current_smoker,3.319296191733874e-5
Females,75-110,Least Deprived,BHSCT,Rural,current_smoker,2.4894721438004062e-5
Males,16-34,Most Deprived,NHSCT,Rural,current_smoker,2.6629332630638146e-4
Females,16-34,Most Deprived,NHSCT,Rural,current_smoker,1.5704478218068641e-4
Males,35-44,Most Deprived,NHSCT,Rural,current_smoker,2.0484102023567784e-4
Females,35-44,Most Deprived,NHSCT,Rural,current_smoker,1.6387281618854223e-4
Males,45-54,Most Deprived,NHSCT,Rural,current_smoker,2.0484102023567797e-4
Females,45-54,Most Deprived,NHSCT,Rural,current_smoker,1.9801298622782197e-4
Males,55-64,Most Deprived,NHSCT,Rural,current_smoker,1.911849522199662e-4
Females,55-64,Most Deprived,NHSCT,Rural,current_smoker,2.3898119027495755e-4
Males,65-74,Most Deprived,NHSCT,Rural,current_smoker,1.8435691821211015e-4
Females,65-74,Most Deprived,NHSCT,Rural,current_smoker,1.7070085019639834e-4
Males,75-110,Most Deprived,NHSCT,Rural,current_smoker,8.193640809427114e-5
Females,75-110,Most Deprived,NHSCT,Rural,current_smoker,6.145230607070335e-5
Males,16-34,Quintile 2,NHSCT,Rural,current_smoker,2.0396935631978127e-4
Females,16-34,Quintile 2,NHSCT,Rural,current_smoker,1.2028962039371722e-4
Males,35-44,Quintile 2,NHSCT,Rural,current_smoker,1.5689950486137016e-4
Females,35-44,Quintile 2,NHSCT,Rural,current_smoker,1.255196038890961e-4
Males,45-54,Quintile 2,NHSCT,Rural,current_smoker,1.5689950486137027e-4
Females,45-54,Quintile 2,NHSCT,Rural,current_smoker,1.5166952136599118e-4
Males,55-64,Quintile 2,NHSCT,Rural,current_smoker,1.4643953787061233e-4
Females,55-64,Quintile 2,NHSCT,Rural,current_smoker,1.8304942233826523e-4
Males,65-74,Quintile 2,NHSCT,Rural,current_smoker,1.412095543752332e-4
Females,65-74,Quintile 2,NHSCT,Rural,current_smoker,1.3074958738447525e-4
Males,75-110,Quintile 2,NHSCT,Rural,current_smoker,6.275980194454808e-5
Females,75-110,Quintile 2,NHSCT,Rural,current_smoker,4.706985145841106e-5
Males,16-34,Quintile 3,NHSCT,Rural,current_smoker,1.2464793997319992e-4
Females,16-34,Quintile 3,NHSCT,Rural,current_smoker,7.351032357393843e-5
Males,35-44,Quintile 3,NHSCT,Rural,current_smoker,9.588303074861526e-5
Females,35-44,Quintile 3,NHSCT,Rural,current_smoker,7.67064245988922e-5
Males,45-54,Quintile 3,NHSCT,Rural,current_smoker,9.588303074861533e-5
Females,45-54,Quintile 3,NHSCT,Rural,current_smoker,9.268692972366146e-5
Males,55-64,Quintile 3,NHSCT,Rural,current_smoker,8.949082869870768e-5
Females,55-64,Quintile 3,NHSCT,Rural,current_smoker,1.1186353587338451e-4
Males,65-74,Quintile 3,NHSCT,Rural,current_smoker,8.62947276737538e-5
Females,65-74,Quintile 3,NHSCT,Rural,current_smoker,7.990252562384615e-5
Males,75-110,Quintile 3,NHSCT,Rural,current_smoker,3.835321229944613e-5
Females,75-110,Quintile 3,NHSCT,Rural,current_smoker,2.876490922458459e-5
Males,16-34,Quintile 4,NHSCT,Rural,current_smoker,1.133163090665452e-4
Females,16-34,Quintile 4,NHSCT,Rural,current_smoker,6.682756688539845e-5
Males,35-44,Quintile 4,NHSCT,Rural,current_smoker,8.716639158965011e-5
Females,35-44,Quintile 4,NHSCT,Rural,current_smoker,6.973311327172007e-5
Males,45-54,Quintile 4,NHSCT,Rural,current_smoker,8.716639158965015e-5
Females,45-54,Quintile 4,NHSCT,Rural,current_smoker,8.426084520332845e-5
Males,55-64,Quintile 4,NHSCT,Rural,current_smoker,8.135529881700683e-5
Females,55-64,Quintile 4,NHSCT,Rural,current_smoker,1.0169412352125847e-4
Males,65-74,Quintile 4,NHSCT,Rural,current_smoker,7.844975243068513e-5
Females,65-74,Quintile 4,NHSCT,Rural,current_smoker,7.263865965804179e-5
Males,75-110,Quintile 4,NHSCT,Rural,current_smoker,3.486655663586004e-5
Females,75-110,Quintile 4,NHSCT,Rural,current_smoker,2.6149917476895028e-5
Males,16-34,Least Deprived,NHSCT,Rural,current_smoker,7.932141634658173e-5
Females,16-34,Least Deprived,NHSCT,Rural,current_smoker,4.677929681977897e-5
Males,35-44,Least Deprived,NHSCT,Rural,current_smoker,6.1016474112755145e-5
Females,35-44,Least Deprived,NHSCT,Rural,current_smoker,4.88131792902041e-5
Males,45-54,Least Deprived,NHSCT,Rural,current_smoker,6.101647411275519e-5
Females,45-54,Least Deprived,NHSCT,Rural,current_smoker,5.898259164232999e-5
Males,55-64,Least Deprived,NHSCT,Rural,current_smoker,5.694870917190486e-5
Females,55-64,Least Deprived,NHSCT,Rural,current_smoker,7.118588646488101e-5
Males,65-74,Least Deprived,NHSCT,Rural,current_smoker,5.491482670147967e-5
Females,65-74,Least Deprived,NHSCT,Rural,current_smoker,5.084706176062932e-5
Males,75-110,Least Deprived,NHSCT,Rural,current_smoker,2.4406589645102062e-5
Females,75-110,Least Deprived,NHSCT,Rural,current_smoker,1.830494223382655e-5
Males,16-34,Most Deprived,SEHSCT,Rural,current_smoker,2.6629332630638146e-4
Females,16-34,Most Deprived,SEHSCT,Rural,current_smoker,1.5704478218068641e-4
Males,35-44,Most Deprived,SEHSCT,Rural,current_smoker,2.0484102023567784e-4
Females,35-44,Most Deprived,SEHSCT,Rural,current_smoker,1.6387281618854223e-4
Males,45-54,Most Deprived,SEHSCT,Rural,current_smoker,2.0484102023567797e-4
Females,45-54,Most Deprived,SEHSCT,Rural,current_smoker,1.9801298622782197e-4
Males,55-64,Most Deprived,SEHSCT,Rural,current_smoker,1.911849522199662e-4
Females,55-64,Most Deprived,SEHSCT,Rural,current_smoker,2.3898119027495755e-4
Males,65-74,Most Deprived,SEHSCT,Rural,current_smoker,1.8435691821211015e-4
Females,65-74,Most Deprived,SEHSCT,Rural,current_smoker,1.7070085019639834e-4
Males,75-110,Most Deprived,SEHSCT,Rural,current_smoker,8.193640809427114e-5
Females,75-110,Most Deprived,SEHSCT,Rural,current_smoker,6.145230607070335e-5
Males,16-34,Quintile 2,SEHSCT,Rural,current_smoker,2.0396935631978127e-4
Females,16-34,Quintile 2,SEHSCT,Rural,current_smoker,1.2028962039371722e-4
Males,35-44,Quintile 2,SEHSCT,Rural,current_smoker,1.5689950486137016e-4
Females,35-44,Quintile 2,SEHSCT,Rural,current_smoker,1.255196038890961e-4
Males,45-54,Quintile 2,SEHSCT,Rural,current_smoker,1.5689950486137027e-4
Females,45-54,Quintile 2,SEHSCT,Rural,current_smoker,1.5166952136599118e-4
Males,55-64,Quintile 2,SEHSCT,Rural,current_smoker,1.4643953787061233e-4
Females,55-64,Quintile 2,SEHSCT,Rural,current_smoker,1.8304942233826523e-4
Males,65-74,Quintile 2,SEHSCT,Rural,current_smoker,1.412095543752332e-4
Females,65-74,Quintile 2,SEHSCT,Rural,current_smoker,1.3074958738447525e-4
Males,75-110,Quintile 2,SEHSCT,Rural,current_smoker,6.275980194454808e-5
Females,75-110,Quintile 2,SEHSCT,Rural,current_smoker,4.706985145841106e-5
Males,16-34,Quintile 3,SEHSCT,Rural,current_smoker,1.2464793997319992e-4
Females,16-34,Quintile 3,SEHSCT,Rural,current_smoker,7.351032357393843e-5
Males,35-44,Quintile 3,SEHSCT,Rural,current_smoker,9.588303074861526e-5
Females,35-44,Quintile 3,SEHSCT,Rural,current_smoker,7.67064245988922e-5
Males,45-54,Quintile 3,SEHSCT,Rural,current_smoker,9.588303074861533e-5
Females,45-54,Quintile 3,SEHSCT,Rural,current_smoker,9.268692972366146e-5
Males,55-64,Quintile 3,SEHSCT,Rural,current_smoker,8.949082869870768e-5
Females,55-64,Quintile 3,SEHSCT,Rural,current_smoker,1.1186353587338451e-4
Males,65-74,Quintile 3,SEHSCT,Rural,current_smoker,8.62947276737538e-5
Females,65-74,Quintile 3,SEHSCT,Rural,current_smoker,7.990252562384615e-5
Males,75-110,Quintile 3,SEHSCT,Rural,current_smoker,3.835321229944613e-5
Females,75-110,Quintile 3,SEHSCT,Rural,current_smoker,2.876490922458459e-5
Males,16-34,Quintile 4,SEHSCT,Rural,current_smoker,1.133163090665452e-4
Females,16-34,Quintile 4,SEHSCT,Rural,current_smoker,6.682756688539845e-5
Males,35-44,Quintile 4,SEHSCT,Rural,current_smoker,8.716639158965011e-5
Females,35-44,Quintile 4,SEHSCT,Rural,current_smoker,6.973311327172007e-5
Males,45-54,Quintile 4,SEHSCT,Rural,current_smoker,8.716639158965015e-5
Females,45-54,Quintile 4,SEHSCT,Rural,current_smoker,8.426084520332845e-5
Males,55-64,Quintile 4,SEHSCT,Rural,current_smoker,8.135529881700683e-5
Females,55-64,Quintile 4,SEHSCT,Rural,current_smoker,1.0169412352125847e-4
Males,65-74,Quintile 4,SEHSCT,Rural,current_smoker,7.844975243068513e-5
Females,65-74,Quintile 4,SEHSCT,Rural,current_smoker,7.263865965804179e-5
Males,75-110,Quintile 4,SEHSCT,Rural,current_smoker,3.486655663586004e-5
Females,75-110,Quintile 4,SEHSCT,Rural,current_smoker,2.6149917476895028e-5
Males,16-34,Least Deprived,SEHSCT,Rural,current_smoker,7.932141634658173e-5
Females,16-34,Least Deprived,SEHSCT,Rural,current_smoker,4.677929681977897e-5
Males,35-44,Least Deprived,SEHSCT,Rural,current_smoker,6.1016474112755145e-5
Females,35-44,Least Deprived,SEHSCT,Rural,current_smoker,4.88131792902041e-5
Males,45-54,Least Deprived,SEHSCT,Rural,current_smoker,6.101647411275519e-5
Females,45-54,Least Deprived,SEHSCT,Rural,current_smoker,5.898259164232999e-5
Males,55-64,Least Deprived,SEHSCT,Rural,current_smoker,5.694870917190486e-5
Females,55-64,Least Deprived,SEHSCT,Rural,current_smoker,7.118588646488101e-5
Males,65-74,Least Deprived,SEHSCT,Rural,current_smoker,5.491482670147967e-5
Females,65-74,Least Deprived,SEHSCT,Rural,current_smoker,5.084706176062932e-5
Males,75-110,Least Deprived,SEHSCT,Rural,current_smoker,2.4406589645102062e-5
Females,75-110,Least Deprived,SEHSCT,Rural,current_smoker,1.830494223382655e-5
Males,16-34,Most Deprived,SHSCT,Rural,current_smoker,2.6629332630638146e-4
Females,16-34,Most Deprived,SHSCT,Rural,current_smoker,1.5704478218068641e-4
Males,35-44,Most Deprived,SHSCT,Rural,current_smoker,2.0484102023567784e-4
Females,35-44,Most Deprived,SHSCT,Rural,current_smoker,1.6387281618854223e-4
Males,45-54,Most Deprived,SHSCT,Rural,current_smoker,2.0484102023567797e-4
Females,45-54,Most Deprived,SHSCT,Rural,current_smoker,1.9801298622782197e-4
Males,55-64,Most Deprived,SHSCT,Rural,current_smoker,1.911849522199662e-4
Females,55-64,Most Deprived,SHSCT,Rural,current_smoker,2.3898119027495755e-4
Males,65-74,Most Deprived,SHSCT,Rural,current_smoker,1.8435691821211015e-4
Females,65-74,Most Deprived,SHSCT,Rural,current_smoker,1.7070085019639834e-4
Males,75-110,Most Deprived,SHSCT,Rural,current_smoker,8.193640809427114e-5
Females,75-110,Most Deprived,SHSCT,Rural,current_smoker,6.145230607070335e-5
Males,16-34,Quintile 2,SHSCT,Rural,current_smoker,2.0396935631978127e-4
Females,16-34,Quintile 2,SHSCT,Rural,current_smoker,1.2028962039371722e-4
Males,35-44,Quintile 2,SHSCT,Rural,current_smoker,1.5689950486137016e-4
Females,35-44,Quintile 2,SHSCT,Rural,current_smoker,1.255196038890961e-4
Males,45-54,Quintile 2,SHSCT,Rural,current_smoker,1.5689950486137027e-4
Females,45-54,Quintile 2,SHSCT,Rural,current_smoker,1.5166952136599118e-4
Males,55-64,Quintile 2,SHSCT,Rural,current_smoker,1.4643953787061233e-4
Females,55-64,Quintile 2,SHSCT,Rural,current_smoker,1.8304942233826523e-4
Males,65-74,Quintile 2,SHSCT,Rural,current_smoker,1.412095543752332e-4
Females,65-74,Quintile 2,SHSCT,Rural,current_smoker,1.3074958738447525e-4
Males,75-110,Quintile 2,SHSCT,Rural,current_smoker,6.275980194454808e-5
Females,75-110,Quintile 2,SHSCT,Rural,current_smoker,4.706985145841106e-5
Males,16-34,Quintile 3,SHSCT,Rural,current_smoker,1.2464793997319992e-4
Females,16-34,Quintile 3,SHSCT,Rural,current_smoker,7.351032357393843e-5
Males,35-44,Quintile 3,SHSCT,Rural,current_smoker,9.588303074861526e-5
Females,35-44,Quintile 3,SHSCT,Rural,current_smoker,7.67064245988922e-5
Males,45-54,Quintile 3,SHSCT,Rural,current_smoker,9.588303074861533e-5
Females,45-54,Quintile 3,SHSCT,Rural,current_smoker,9.268692972366146e-5
Males,55-64,Quintile 3,SHSCT,Rural,current_smoker,8.949082869870768e-5
Females,55-64,Quintile 3,SHSCT,Rural,current_smoker,1.1186353587338451e-4
Males,65-74,Quintile 3,SHSCT,Rural,current_smoker,8.62947276737538e-5
Females,65-74,Quintile 3,SHSCT,Rural,current_smoker,7.990252562384615e-5
Males,75-110,Quintile 3,SHSCT,Rural,current_smoker,3.835321229944613e-5
Females,75-110,Quintile 3,SHSCT,Rural,current_smoker,2.876490922458459e-5
Males,16-34,Quintile 4,SHSCT,Rural,current_smoker,1.133163090665452e-4
Females,16-34,Quintile 4,SHSCT,Rural,current_smoker,6.682756688539845e-5
Males,35-44,Quintile 4,SHSCT,Rural,current_smoker,8.716639158965011e-5
Females,35-44,Quintile 4,SHSCT,Rural,current_smoker,6.973311327172007e-5
Males,45-54,Quintile 4,SHSCT,Rural,current_smoker,8.716639158965015e-5
Females,45-54,Quintile 4,SHSCT,Rural,current_smoker,8.426084520332845e-5
Males,55-64,Quintile 4,SHSCT,Rural,current_smoker,8.135529881700683e-5
Females,55-64,Quintile 4,SHSCT,Rural,current_smoker,1.0169412352125847e-4
Males,65-74,Quintile 4,SHSCT,Rural,current_smoker,7.844975243068513e-5
Females,65-74,Quintile 4,SHSCT,Rural,current_smoker,7.263865965804179e-5
Males,75-110,Quintile 4,SHSCT,Rural,current_smoker,3.486655663586004e-5
Females,75-110,Quintile 4,SHSCT,Rural,current_smoker,2.6149917476895028e-5
Males,16-34,Least Deprived,SHSCT,Rural,current_smoker,7.932141634658173e-5
Females,16-34,Least Deprived,SHSCT,Rural,current_smoker,4.677929681977897e-5
Males,35-44,Least Deprived,SHSCT,Rural,current_smoker,6.1016474112755145e-5
Females,35-44,Least Deprived,SHSCT,Rural,current_smoker,4.88131792902041e-5
Males,45-54,Least Deprived,SHSCT,Rural,current_smoker,6.101647411275519e-5
Females,45-54,Least Deprived,SHSCT,Rural,current_smoker,5.898259164232999e-5
Males,55-64,Least Deprived,SHSCT,Rural,current_smoker,5.694870917190486e-5
Females,55-64,Least Deprived,SHSCT,Rural,current_smoker,7.118588646488101e-5
Males,65-74,Least Deprived,SHSCT,Rural,current_smoker,5.491482670147967e-5
Females,65-74,Least Deprived,SHSCT,Rural,current_smoker,5.084706176062932e-5
Males,75-110,Least Deprived,SHSCT,Rural,current_smoker,2.4406589645102062e-5
Females,75-110,Least Deprived,SHSCT,Rural,current_smoker,1.830494223382655e-5
Males,16-34,Most Deprived,WHSCT,Rural,current_smoker,3.0890025851540204e-4
Females,16-34,Most Deprived,WHSCT,Rural,current_smoker,1.8217194732959608e-4
Males,35-44,Most Deprived,WHSCT,Rural,current_smoker,2.3761558347338606e-4
Females,35-44,Most Deprived,WHSCT,Rural,current_smoker,1.9009246677870875e-4
Males,45-54,Most Deprived,WHSCT,Rural,current_smoker,2.3761558347338622e-4
Females,45-54,Most Deprived,WHSCT,Rural,current_smoker,2.296950640242732e-4
Males,55-64,Most Deprived,WHSCT,Rural,current_smoker,2.2177454457516051e-4
Females,55-64,Most Deprived,WHSCT,Rural,current_smoker,2.7721818071895047e-4
Males,65-74,Most Deprived,WHSCT,Rural,current_smoker,2.1385402512604754e-4
Females,65-74,Most Deprived,WHSCT,Rural,current_smoker,1.9801298622782186e-4
Males,75-110,Most Deprived,WHSCT,Rural,current_smoker,9.504623338935443e-5
Females,75-110,Most Deprived,WHSCT,Rural,current_smoker,7.128467504201582e-5
Males,16-34,Quintile 2,WHSCT,Rural,current_smoker,2.3660445333094606e-4
Females,16-34,Quintile 2,WHSCT,Rural,current_smoker,1.3953595965671175e-4
Males,35-44,Quintile 2,WHSCT,Rural,current_smoker,1.8200342563918918e-4
Females,35-44,Quintile 2,WHSCT,Rural,current_smoker,1.4560274051135131e-4
Males,45-54,Quintile 2,WHSCT,Rural,current_smoker,1.8200342563918926e-4
Females,45-54,Quintile 2,WHSCT,Rural,current_smoker,1.7593664478454956e-4
Males,55-64,Quintile 2,WHSCT,Rural,current_smoker,1.6986986392991004e-4
Females,55-64,Quintile 2,WHSCT,Rural,current_smoker,2.1233732991238742e-4
Males,65-74,Quintile 2,WHSCT,Rural,current_smoker,1.6380308307527034e-4
Females,65-74,Quintile 2,WHSCT,Rural,current_smoker,1.5166952136599107e-4
Males,75-110,Quintile 2,WHSCT,Rural,current_smoker,7.28013702556757e-5
Females,75-110,Quintile 2,WHSCT,Rural,current_smoker,5.4601027691756766e-5
Males,16-34,Quintile 3,WHSCT,Rural,current_smoker,1.4459161036891173e-4
Females,16-34,Quintile 3,WHSCT,Rural,current_smoker,8.527197534576846e-5
Males,35-44,Quintile 3,WHSCT,Rural,current_smoker,1.1122431566839361e-4
Females,35-44,Quintile 3,WHSCT,Rural,current_smoker,8.897945253471485e-5
Males,45-54,Quintile 3,WHSCT,Rural,current_smoker,1.1122431566839366e-4
Females,45-54,Quintile 3,WHSCT,Rural,current_smoker,1.0751683847944715e-4
Males,55-64,Quintile 3,WHSCT,Rural,current_smoker,1.0380936129050081e-4
Females,55-64,Quintile 3,WHSCT,Rural,current_smoker,1.2976170161312585e-4
Males,65-74,Quintile 3,WHSCT,Rural,current_smoker,1.0010188410155428e-4
Females,65-74,Quintile 3,WHSCT,Rural,current_smoker,9.268692972366141e-5
Males,75-110,Quintile 3,WHSCT,Rural,current_smoker,4.4489726267357445e-5
Females,75-110,Quintile 3,WHSCT,Rural,current_smoker,3.336729470051808e-5
Males,16-34,Quintile 4,WHSCT,Rural,current_smoker,1.3144691851719225e-4
Females,16-34,Quintile 4,WHSCT,Rural,current_smoker,7.75199775870621e-5
Males,35-44,Quintile 4,WHSCT,Rural,current_smoker,1.01113014243994e-4
Females,35-44,Quintile 4,WHSCT,Rural,current_smoker,8.089041139519515e-5
Males,45-54,Quintile 4,WHSCT,Rural,current_smoker,1.0111301424399405e-4
Females,45-54,Quintile 4,WHSCT,Rural,current_smoker,9.774258043586092e-5
Males,55-64,Quintile 4,WHSCT,Rural,current_smoker,9.437214662772783e-5
Females,55-64,Quintile 4,WHSCT,Rural,current_smoker,1.1796518328465969e-4
Males,65-74,Quintile 4,WHSCT,Rural,current_smoker,9.100171281959466e-5
Females,65-74,Quintile 4,WHSCT,Rural,current_smoker,8.426084520332841e-5
Males,75-110,Quintile 4,WHSCT,Rural,current_smoker,4.044520569759761e-5
Females,75-110,Quintile 4,WHSCT,Rural,current_smoker,3.0333904273198207e-5
Males,16-34,Least Deprived,WHSCT,Rural,current_smoker,9.201284296203471e-5
Females,16-34,Least Deprived,WHSCT,Rural,current_smoker,5.426398431094354e-5
Males,35-44,Least Deprived,WHSCT,Rural,current_smoker,7.077910997079589e-5
Females,35-44,Least Deprived,WHSCT,Rural,current_smoker,5.662328797663669e-5
Males,45-54,Least Deprived,WHSCT,Rural,current_smoker,7.077910997079595e-5
Females,45-54,Least Deprived,WHSCT,Rural,current_smoker,6.84198063051027e-5
Males,55-64,Least Deprived,WHSCT,Rural,current_smoker,6.606050263940955e-5
Females,55-64,Least Deprived,WHSCT,Rural,current_smoker,8.257562829926188e-5
Males,65-74,Least Deprived,WHSCT,Rural,current_smoker,6.370119897371632e-5
Females,65-74,Least Deprived,WHSCT,Rural,current_smoker,5.898259164232995e-5
Males,75-110,Least Deprived,WHSCT,Rural,current_smoker,2.8311643988318357e-5
Females,75-110,Least Deprived,WHSCT,Rural,current_smoker,2.123373299123877e-5
Males,16-34,Most Deprived,BHSCT,Urban,never_smoked,3.829652010381514e-4
Females,16-34,Most Deprived,BHSCT,Urban,never_smoked,0.00044679273454450974
Males,35-44,Most Deprived,BHSCT,Urban,never_smoked,3.679469578601845e-4
Females,35-44,Most Deprived,BHSCT,Urban,never_smoked,4.167562481885763e-4
Males,45-54,Most Deprived,BHSCT,Urban,never_smoked,3.64192397065693e-4
Females,45-54,Most Deprived,BHSCT,Urban,never_smoked,3.9422888342162626e-4
Males,55-64,Most Deprived,BHSCT,Urban,never_smoked,3.717015186546761e-4
Females,55-64,Most Deprived,BHSCT,Urban,never_smoked,4.1300168739408455e-4
Males,65-74,Most Deprived,BHSCT,Urban,never_smoked,3.116285459428094e-4
Females,65-74,Most Deprived,BHSCT,Urban,never_smoked,3.9047432262713467e-4
Males,75-110,Most Deprived,BHSCT,Urban,never_smoked,3.2289222832628423e-4
Females,75-110,Most Deprived,BHSCT,Urban,never_smoked,4.7307466010595154e-4
Males,16-34,Quintile 2,BHSCT,Urban,never_smoked,4.614038566724716e-4
Females,16-34,Quintile 2,BHSCT,Urban,never_smoked,5.383044994512166e-4
Males,35-44,Quintile 2,BHSCT,Urban,never_smoked,4.4330958778335505e-4
Females,35-44,Quintile 2,BHSCT,Urban,never_smoked,5.021159616729838e-4
Males,45-54,Quintile 2,BHSCT,Urban,never_smoked,4.3878602056107605e-4
Females,45-54,Quintile 2,BHSCT,Urban,never_smoked,4.749745583393091e-4
Males,55-64,Quintile 2,BHSCT,Urban,never_smoked,4.478331550056341e-4
Females,55-64,Quintile 2,BHSCT,Urban,never_smoked,4.975923944507045e-4
Males,65-74,Quintile 2,BHSCT,Urban,never_smoked,3.7545607944916803e-4
Females,65-74,Quintile 2,BHSCT,Urban,never_smoked,4.7045099111702983e-4
Males,75-110,Quintile 2,BHSCT,Urban,never_smoked,3.890267811160054e-4
Females,75-110,Quintile 2,BHSCT,Urban,never_smoked,5.699694700071708e-4
Males,16-34,Quintile 3,BHSCT,Urban,never_smoked,5.260003966066178e-4
Females,16-34,Quintile 3,BHSCT,Urban,never_smoked,6.136671293743871e-4
Males,35-44,Quintile 3,BHSCT,Urban,never_smoked,5.053729300730246e-4
Females,35-44,Quintile 3,BHSCT,Urban,never_smoked,5.724121963072016e-4
Males,45-54,Quintile 3,BHSCT,Urban,never_smoked,5.002160634396266e-4
Females,45-54,Quintile 3,BHSCT,Urban,never_smoked,5.414709965068123e-4
Males,55-64,Quintile 3,BHSCT,Urban,never_smoked,5.10529796706423e-4
Females,55-64,Quintile 3,BHSCT,Urban,never_smoked,5.672553296738031e-4
Males,65-74,Quintile 3,BHSCT,Urban,never_smoked,4.2801993057205146e-4
Females,65-74,Quintile 3,BHSCT,Urban,never_smoked,5.363141298734142e-4
Males,75-110,Quintile 3,BHSCT,Urban,never_smoked,4.4349053047224615e-4
Females,75-110,Quintile 3,BHSCT,Urban,never_smoked,6.49765195808175e-4
Males,16-34,Quintile 4,BHSCT,Urban,never_smoked,5.30614435173342e-4
Females,16-34,Quintile 4,BHSCT,Urban,never_smoked,6.190501743688987e-4
Males,35-44,Quintile 4,BHSCT,Urban,never_smoked,5.098060259508579e-4
Females,35-44,Quintile 4,BHSCT,Urban,never_smoked,5.77433355923931e-4
Males,45-54,Quintile 4,BHSCT,Urban,never_smoked,5.04603923645237e-4
Females,45-54,Quintile 4,BHSCT,Urban,never_smoked,5.46220742090205e-4
Males,55-64,Quintile 4,BHSCT,Urban,never_smoked,5.150081282564787e-4
Females,55-64,Quintile 4,BHSCT,Urban,never_smoked,5.722312536183097e-4
Males,65-74,Quintile 4,BHSCT,Urban,never_smoked,4.317744913665429e-4
Females,65-74,Quintile 4,BHSCT,Urban,never_smoked,5.410186397845841e-4
Males,75-110,Quintile 4,BHSCT,Urban,never_smoked,4.473807982834058e-4
Females,75-110,Quintile 4,BHSCT,Urban,never_smoked,6.554648905082458e-4
Males,16-34,Least Deprived,BHSCT,Urban,never_smoked,5.167723194731683e-4
Females,16-34,Least Deprived,BHSCT,Urban,never_smoked,6.029010393853628e-4
Males,35-44,Least Deprived,BHSCT,Urban,never_smoked,4.965067383173576e-4
Females,35-44,Least Deprived,BHSCT,Urban,never_smoked,5.623698770737418e-4
Males,45-54,Least Deprived,BHSCT,Urban,never_smoked,4.914403430284052e-4
Females,45-54,Least Deprived,BHSCT,Urban,never_smoked,5.319715053400263e-4
Males,55-64,Least Deprived,BHSCT,Urban,never_smoked,5.015731336063103e-4
Females,55-64,Least Deprived,BHSCT,Urban,never_smoked,5.573034817847892e-4
Males,65-74,Least Deprived,BHSCT,Urban,never_smoked,4.205108089830683e-4
Females,65-74,Least Deprived,BHSCT,Urban,never_smoked,5.269051100510735e-4
Males,75-110,Least Deprived,BHSCT,Urban,never_smoked,4.357099948499261e-4
Females,75-110,Least Deprived,BHSCT,Urban,never_smoked,6.383658064080315e-4
Males,16-34,Most Deprived,NHSCT,Urban,never_smoked,4.5629896293907397e-4
Females,16-34,Most Deprived,NHSCT,Urban,never_smoked,5.32348790095586e-4
Males,35-44,Most Deprived,NHSCT,Urban,never_smoked,4.3840488596107104e-4
Females,35-44,Most Deprived,NHSCT,Urban,never_smoked,4.965606361395805e-4
Males,45-54,Most Deprived,NHSCT,Urban,never_smoked,4.339313667165704e-4
Females,45-54,Most Deprived,NHSCT,Urban,never_smoked,4.697195206725761e-4
Males,55-64,Most Deprived,NHSCT,Urban,never_smoked,4.4287840520557174e-4
Females,55-64,Most Deprived,NHSCT,Urban,never_smoked,4.920871168950795e-4
Males,65-74,Most Deprived,NHSCT,Urban,never_smoked,3.713020972935601e-4
Females,65-74,Most Deprived,NHSCT,Urban,never_smoked,4.6524600142807543e-4
Males,75-110,Most Deprived,NHSCT,Urban,never_smoked,3.847226550270621e-4
Females,75-110,Most Deprived,NHSCT,Urban,never_smoked,5.636634248070914e-4
Males,16-34,Quintile 2,NHSCT,Urban,never_smoked,5.497577866735832e-4
Females,16-34,Quintile 2,NHSCT,Urban,never_smoked,6.413840844525135e-4
Males,35-44,Quintile 2,NHSCT,Urban,never_smoked,5.281986577844231e-4
Females,35-44,Quintile 2,NHSCT,Urban,never_smoked,5.982658266741936e-4
Males,45-54,Quintile 2,NHSCT,Urban,never_smoked,5.228088755621333e-4
Females,45-54,Quintile 2,NHSCT,Urban,never_smoked,5.659271333404535e-4
Males,55-64,Quintile 2,NHSCT,Urban,never_smoked,5.335884400067131e-4
Females,55-64,Quintile 2,NHSCT,Urban,never_smoked,5.928760444519031e-4
Males,65-74,Quintile 2,NHSCT,Urban,never_smoked,4.4735192445007267e-4
Females,65-74,Quintile 2,NHSCT,Urban,never_smoked,5.605373511181634e-4
Males,75-110,Quintile 2,NHSCT,Urban,never_smoked,4.6352127111694264e-4
Females,75-110,Quintile 2,NHSCT,Urban,never_smoked,6.791125600085439e-4
Males,16-34,Quintile 3,NHSCT,Urban,never_smoked,6.267238768078849e-4
Females,16-34,Quintile 3,NHSCT,Urban,never_smoked,7.311778562758655e-4
Males,35-44,Quintile 3,NHSCT,Urban,never_smoked,6.021464698742422e-4
