cancer_site,period,age,HSCT,sex,prevalence
Liver Cancer,25-year,65-74,Belfast HSCT,Male,21.557522123893808
Liver Cancer,25-year,65-74,Northern HSCT,Male,18.47787610619469
Liver Cancer,25-year,65-74,South Eastern HSCT,Male,20.402654867256636
Liver Cancer,25-year,65-74,Southern HSCT,Male,14.628318584070797
Liver Cancer,25-year,65-74,Western HSCT,Male,11.933628318584072
Liver Cancer,25-year,75+,Belfast HSCT,Male,20.31858407079646
Liver Cancer,25-year,75+,Northern HSCT,Male,17.41592920353982
Liver Cancer,25-year,75+,South Eastern HSCT,Male,19.23008849557522
Liver Cancer,25-year,75+,Southern HSCT,Male,13.787610619469026
Liver Cancer,25-year,75+,Western HSCT,Male,11.247787610619469
Liver Cancer,25-year,0-54,Belfast HSCT,Female,3.9767441860465116
Liver Cancer,25-year,0-54,Northern HSCT,Female,5.0813953488372094
Liver Cancer,25-year,0-54,South Eastern HSCT,Female,3.755813953488372
Liver Cancer,25-year,0-54,Southern HSCT,Female,2.8720930232558137
Liver Cancer,25-year,0-54,Western HSCT,Female,3.3139534883720936
Liver Cancer,25-year,55-64,Belfast HSCT,Female,2.9302325581395348
Liver Cancer,25-year,55-64,Northern HSCT,Female,3.744186046511628
Liver Cancer,25-year,55-64,South Eastern HSCT,Female,2.7674418604651163
Liver Cancer,25-year,55-64,Southern HSCT,Female,2.1162790697674416
Liver Cancer,25-year,55-64,Western HSCT,Female,2.4418604651162794
Liver Cancer,25-year,65-74,Belfast HSCT,Female,5.232558139534883
Liver Cancer,25-year,65-74,Northern HSCT,Female,6.686046511627906
Liver Cancer,25-year,65-74,South Eastern HSCT,Female,4.941860465116279
Liver Cancer,25-year,65-74,Southern HSCT,Female,3.77906976744186
Liver Cancer,25-year,65-74,Western HSCT,Female,4.3604651162790695
Liver Cancer,25-year,75+,Belfast HSCT,Female,5.8604651162790695
Liver Cancer,25-year,75+,Northern HSCT,Female,7.488372093023256
Liver Cancer,25-year,75+,South Eastern HSCT,Female,5.534883720930233
Liver Cancer,25-year,75+,Southern HSCT,Female,4.232558139534883
Liver Cancer,25-year,75+,Western HSCT,Female,4.883720930232559
Lung Cancer,25-year,0-54,Belfast HSCT,Male,15.781487101669201
Lung Cancer,25-year,0-54,Northern HSCT,Male,19.180576631259488
Lung Cancer,25-year,0-54,South Eastern HSCT,Male,14.44613050075873
Lung Cancer,25-year,0-54,Southern HSCT,Male,16.63125948406677
Lung Cancer,25-year,0-54,Western HSCT,Male,13.960546282245833
Lung Cancer,25-year,55-64,Belfast HSCT,Male,40.44006069802732
Lung Cancer,25-year,55-64,Northern HSCT,Male,49.150227617602425
Lung Cancer,25-year,55-64,South Eastern HSCT,Male,37.01820940819424
Lung Cancer,25-year,55-64,Southern HSCT,Male,42.61760242792109
Lung Cancer,25-year,55-64,Western HSCT,Male,35.773899848254935
Lung Cancer,25-year,65-74,Belfast HSCT,Male,93.70257966616086
Lung Cancer,25-year,65-74,Northern HSCT,Male,113.88467374810318
Lung Cancer,25-year,65-74,South Eastern HSCT,Male,85.77389984825494
Lung Cancer,25-year,65-74,Southern HSCT,Male,98.74810318664643
Lung Cancer,25-year,65-74,Western HSCT,Male,82.8907435508346
Lung Cancer,25-year,75+,Belfast HSCT,Male,110.07587253414265
Lung Cancer,25-year,75+,Northern HSCT,Male,133.7845220030349
Lung Cancer,25-year,75+,South Eastern HSCT,Male,100.76176024279212
Lung Cancer,25-year,75+,Southern HSCT,Male,116.0030349013657
Lung Cancer,25-year,75+,Western HSCT,Male,97.37481031866466
Lung Cancer,25-year,0-54,Belfast HSCT,Female,18.452830188679243
Lung Cancer,25-year,0-54,Northern HSCT,Female,22.188679245283016
Lung Cancer,25-year,0-54,South Eastern HSCT,Female,15.339622641509433
Lung Cancer,25-year,0-54,Southern HSCT,Female,14.943396226415093
Lung Cancer,25-year,0-54,Western HSCT,Female,16.07547169811321
Lung Cancer,25-year,55-64,Belfast HSCT,Female,52.813272608978515
Lung Cancer,25-year,55-64,Northern HSCT,Female,63.50553025374105
Lung Cancer,25-year,55-64,South Eastern HSCT,Female,43.90305790500976
Lung Cancer,25-year,55-64,Southern HSCT,Female,42.769030579050096
Lung Cancer,25-year,55-64,Western HSCT,Female,46.00910865322056
Lung Cancer,25-year,65-74,Belfast HSCT,Female,116.65582303188027
Lung Cancer,25-year,65-74,Northern HSCT,Female,140.27325959661678
Lung Cancer,25-year,65-74,South Eastern HSCT,Female,96.97462589459987
Lung Cancer,25-year,65-74,Southern HSCT,Female,94.469746258946
Lung Cancer,25-year,65-74,Western HSCT,Female,101.62654521795706
Lung Cancer,25-year,75+,Belfast HSCT,Female,138.07807417046195
Lung Cancer,25-year,75+,Northern HSCT,Female,166.03253090435913
Lung Cancer,25-year,75+,South Eastern HSCT,Female,114.78269355888096
Lung Cancer,25-year,75+,Southern HSCT,Female,111.81782693558883
Lung Cancer,25-year,75+,Western HSCT,Female,120.2888744307092
Oesophageal Cancer,25-year,0-54,Belfast HSCT,Male,6.575342465753425
Oesophageal Cancer,25-year,0-54,Northern HSCT,Male,9.863013698630139
Oesophageal Cancer,25-year,0-54,South Eastern HSCT,Male,9.780821917808222
Oesophageal Cancer,25-year,0-54,Southern HSCT,Male,7.726027397260275
Oesophageal Cancer,25-year,0-54,Western HSCT,Male,8.054794520547945
Oesophageal Cancer,25-year,55-64,Belfast HSCT,Male,15.968688845401173
Oesophageal Cancer,25-year,55-64,Northern HSCT,Male,23.95303326810176
Oesophageal Cancer,25-year,55-64,South Eastern HSCT,Male,23.753424657534246
Oesophageal Cancer,25-year,55-64,Southern HSCT,Male,18.763209393346376
Oesophageal Cancer,25-year,55-64,Western HSCT,Male,19.561643835616433
Oesophageal Cancer,25-year,65-74,Belfast HSCT,Male,30.52837573385519
Oesophageal Cancer,25-year,65-74,Northern HSCT,Male,45.792563600782785
Oesophageal Cancer,25-year,65-74,South Eastern HSCT,Male,45.4109589041096
Oesophageal Cancer,25-year,65-74,Southern HSCT,Male,35.87084148727985
Oesophageal Cancer,25-year,65-74,Western HSCT,Male,37.397260273972606
Oesophageal Cancer,25-year,75+,Belfast HSCT,Male,26.927592954990214
Oesophageal Cancer,25-year,75+,Northern HSCT,Male,40.39138943248532
Oesophageal Cancer,25-year,75+,South Eastern HSCT,Male,40.054794520547944
Oesophageal Cancer,25-year,75+,Southern HSCT,Male,31.6399217221135
Oesophageal Cancer,25-year,75+,Western HSCT,Male,32.98630136986301
Oesophageal Cancer,25-year,0-54,Belfast HSCT,Female,0.6792452830188679
Oesophageal Cancer,25-year,0-54,Northern HSCT,Female,1.1132075471698113
Oesophageal Cancer,25-year,0-54,South Eastern HSCT,Female,0.6981132075471698
Oesophageal Cancer,25-year,0-54,Southern HSCT,Female,0.7358490566037735
Oesophageal Cancer,25-year,0-54,Western HSCT,Female,0.7735849056603773
Oesophageal Cancer,25-year,55-64,Belfast HSCT,Female,6.792452830188679
Oesophageal Cancer,25-year,55-64,Northern HSCT,Female,11.132075471698112
Oesophageal Cancer,25-year,55-64,South Eastern HSCT,Female,6.981132075471697
Oesophageal Cancer,25-year,55-64,Southern HSCT,Female,7.358490566037735
Oesophageal Cancer,25-year,55-64,Western HSCT,Female,7.735849056603772
Oesophageal Cancer,25-year,65-74,Belfast HSCT,Female,10.528301886792454
Oesophageal Cancer,25-year,65-74,Northern HSCT,Female,17.254716981132077
Oesophageal Cancer,25-year,65-74,South Eastern HSCT,Female,10.820754716981133
Oesophageal Cancer,25-year,65-74,Southern HSCT,Female,11.40566037735849
Oesophageal Cancer,25-year,65-74,Western HSCT,Female,11.99056603773585
Oesophageal Cancer,25-year,75+,Belfast HSCT,Female,18
Oesophageal Cancer,25-year,75+,Northern HSCT,Female,29.500000000000004
Oesophageal Cancer,25-year,75+,South Eastern HSCT,Female,18.5
Oesophageal Cancer,25-year,75+,Southern HSCT,Female,19.5
Oesophageal Cancer,25-year,75+,Western HSCT,Female,20.5
Oral Cancer,25-year,0-54,Belfast HSCT,Male,35.472463768115944
Oral Cancer,25-year,0-54,Northern HSCT,Male,39.00289855072464
Oral Cancer,25-year,0-54,South Eastern HSCT,Male,33.286956521739135
Oral Cancer,25-year,0-54,Southern HSCT,Male,34.463768115942024
Oral Cancer,25-year,0-54,Western HSCT,Male,31.773913043478263
Oral Cancer,25-year,55-64,Belfast HSCT,Male,64.62512077294684
Oral Cancer,25-year,55-64,Northern HSCT,Male,71.05700483091786
Oral Cancer,25-year,55-64,South Eastern HSCT,Male,60.643478260869564
Oral Cancer,25-year,55-64,Southern HSCT,Male,62.78743961352656
Oral Cancer,25-year,55-64,Western HSCT,Male,57.88695652173912
Oral Cancer,25-year,65-74,Belfast HSCT,Male,66.66376811594202
Oral Cancer,25-year,65-74,Northern HSCT,Male,73.29855072463768
Oral Cancer,25-year,65-74,South Eastern HSCT,Male,62.55652173913044
Oral Cancer,25-year,65-74,Southern HSCT,Male,64.76811594202897
Oral Cancer,25-year,65-74,Western HSCT,Male,59.71304347826087
Oral Cancer,25-year,75+,Belfast HSCT,Male,44.23864734299517
Oral Cancer,25-year,75+,Northern HSCT,Male,48.64154589371981
Oral Cancer,25-year,75+,South Eastern HSCT,Male,41.513043478260876
Oral Cancer,25-year,75+,Southern HSCT,Male,42.98067632850241
Oral Cancer,25-year,75+,Western HSCT,Male,39.626086956521746
Oral Cancer,25-year,0-54,Belfast HSCT,Female,23.114093959731544
Oral Cancer,25-year,0-54,Northern HSCT,Female,29.30536912751678
Oral Cancer,25-year,0-54,South Eastern HSCT,Female,29.51174496644295
Oral Cancer,25-year,0-54,Southern HSCT,Female,20.018456375838927
Oral Cancer,25-year,0-54,Western HSCT,Female,21.050335570469798
Oral Cancer,25-year,55-64,Belfast HSCT,Female,30.44295302013423
Oral Cancer,25-year,55-64,Northern HSCT,Female,38.597315436241615
Oral Cancer,25-year,55-64,South Eastern HSCT,Female,38.869127516778526
Oral Cancer,25-year,55-64,Southern HSCT,Female,26.36577181208054
Oral Cancer,25-year,55-64,Western HSCT,Female,27.7248322147651
Oral Cancer,25-year,65-74,Belfast HSCT,Female,30.818791946308725
Oral Cancer,25-year,65-74,Northern HSCT,Female,39.07382550335571
Oral Cancer,25-year,65-74,South Eastern HSCT,Female,39.348993288590606
Oral Cancer,25-year,65-74,Southern HSCT,Female,26.691275167785236
Oral Cancer,25-year,65-74,Western HSCT,Female,28.06711409395973
Oral Cancer,25-year,75+,Belfast HSCT,Female,27.624161073825505
Oral Cancer,25-year,75+,Northern HSCT,Female,35.02348993288591
Oral Cancer,25-year,75+,South Eastern HSCT,Female,35.27013422818792
Oral Cancer,25-year,75+,Southern HSCT,Female,23.924496644295303
Oral Cancer,25-year,75+,Western HSCT,Female,25.15771812080537
Pancreatic Cancer,25-year,0-54,Belfast HSCT,Male,4.246153846153846
Pancreatic Cancer,25-year,0-54,Northern HSCT,Male,5.897435897435897
Pancreatic Cancer,25-year,0-54,South Eastern HSCT,Male,4.128205128205128
Pancreatic Cancer,25-year,0-54,Southern HSCT,Male,5.0717948717948715
Pancreatic Cancer,25-year,0-54,Western HSCT,Male,3.656410256410256
Pancreatic Cancer,25-year,55-64,Belfast HSCT,Male,8.676923076923076
Pancreatic Cancer,25-year,55-64,Northern HSCT,Male,12.05128205128205
Pancreatic Cancer,25-year,55-64,South Eastern HSCT,Male,8.435897435897434
Pancreatic Cancer,25-year,55-64,Southern HSCT,Male,10.364102564102563
Pancreatic Cancer,25-year,55-64,Western HSCT,Male,7.471794871794871
Pancreatic Cancer,25-year,65-74,Belfast HSCT,Male,11.815384615384616
Pancreatic Cancer,25-year,65-74,Northern HSCT,Male,16.41025641025641
Pancreatic Cancer,25-year,65-74,South Eastern HSCT,Male,11.487179487179489
Pancreatic Cancer,25-year,65-74,Southern HSCT,Male,14.112820512820514
Pancreatic Cancer,25-year,65-74,Western HSCT,Male,10.174358974358974
Pancreatic Cancer,25-year,75+,Belfast HSCT,Male,11.261538461538462
Pancreatic Cancer,25-year,75+,Northern HSCT,Male,15.64102564102564
Pancreatic Cancer,25-year,75+,South Eastern HSCT,Male,10.948717948717949
Pancreatic Cancer,25-year,75+,Southern HSCT,Male,13.451282051282051
Pancreatic Cancer,25-year,75+,Western HSCT,Male,9.697435897435897
Pancreatic Cancer,25-year,0-54,Belfast HSCT,Female,2.8787878787878785
Pancreatic Cancer,25-year,0-54,Northern HSCT,Female,4.145454545454545
Pancreatic Cancer,25-year,0-54,South Eastern HSCT,Female,5.412121212121212
Pancreatic Cancer,25-year,0-54,Southern HSCT,Female,3.224242424242424
Pancreatic Cancer,25-year,0-54,Western HSCT,Female,3.339393939393939
Pancreatic Cancer,25-year,55-64,Belfast HSCT,Female,3.181818181818182
Pancreatic Cancer,25-year,55-64,Northern HSCT,Female,4.581818181818182
Pancreatic Cancer,25-year,55-64,South Eastern HSCT,Female,5.981818181818182
Pancreatic Cancer,25-year,55-64,Southern HSCT,Female,3.563636363636364
Pancreatic Cancer,25-year,55-64,Western HSCT,Female,3.6909090909090905
Pancreatic Cancer,25-year,65-74,Belfast HSCT,Female,9.696969696969697
Pancreatic Cancer,25-year,65-74,Northern HSCT,Female,13.963636363636363
Pancreatic Cancer,25-year,65-74,South Eastern HSCT,Female,18.23030303030303
Pancreatic Cancer,25-year,65-74,Southern HSCT,Female,10.860606060606061
Pancreatic Cancer,25-year,65-74,Western HSCT,Female,11.248484848484848
Pancreatic Cancer,25-year,75+,Belfast HSCT,Female,9.242424242424244
Pancreatic Cancer,25-year,75+,Northern HSCT,Female,13.30909090909091
Pancreatic Cancer,25-year,75+,South Eastern HSCT,Female,17.37575757575758
Pancreatic Cancer,25-year,75+,Southern HSCT,Female,10.351515151515153
Pancreatic Cancer,25-year,75+,Western HSCT,Female,10.72121212121212
Stomach Cancer,25-year,0-54,Belfast HSCT,Male,3.438202247191011
Stomach Cancer,25-year,0-54,Northern HSCT,Male,3.867977528089887
Stomach Cancer,25-year,0-54,South Eastern HSCT,Male,3.103932584269663
Stomach Cancer,25-year,0-54,Southern HSCT,Male,2.674157303370787
Stomach Cancer,25-year,0-54,Western HSCT,Male,3.9157303370786516
Stomach Cancer,25-year,55-64,Belfast HSCT,Male,9.707865168539326
Stomach Cancer,25-year,55-64,Northern HSCT,Male,10.92134831460674
Stomach Cancer,25-year,55-64,South Eastern HSCT,Male,8.764044943820224
Stomach Cancer,25-year,55-64,Southern HSCT,Male,7.55056179775281
Stomach Cancer,25-year,55-64,Western HSCT,Male,11.0561797752809
Stomach Cancer,25-year,65-74,Belfast HSCT,Male,16.382022471910112
Stomach Cancer,25-year,65-74,Northern HSCT,Male,18.429775280898873
Stomach Cancer,25-year,65-74,South Eastern HSCT,Male,14.789325842696627
Stomach Cancer,25-year,65-74,Southern HSCT,Male,12.741573033707867
Stomach Cancer,25-year,65-74,Western HSCT,Male,18.657303370786515
Stomach Cancer,25-year,75+,Belfast HSCT,Male,42.47191011235955
Stomach Cancer,25-year,75+,Northern HSCT,Male,47.78089887640449
Stomach Cancer,25-year,75+,South Eastern HSCT,Male,38.34269662921348
Stomach Cancer,25-year,75+,Southern HSCT,Male,33.033707865168545
Stomach Cancer,25-year,75+,Western HSCT,Male,48.37078651685393
Stomach Cancer,25-year,0-54,Belfast HSCT,Female,6.470588235294118
Stomach Cancer,25-year,0-54,Northern HSCT,Female,6.705882352941177
Stomach Cancer,25-year,0-54,South Eastern HSCT,Female,5.529411764705882
Stomach Cancer,25-year,0-54,Southern HSCT,Female,5.764705882352941
Stomach Cancer,25-year,0-54,Western HSCT,Female,5.529411764705882
Stomach Cancer,25-year,55-64,Belfast HSCT,Female,7.764705882352941
Stomach Cancer,25-year,55-64,Northern HSCT,Female,8.047058823529412
Stomach Cancer,25-year,55-64,South Eastern HSCT,Female,6.635294117647058
Stomach Cancer,25-year,55-64,Southern HSCT,Female,6.91764705882353
Stomach Cancer,25-year,55-64,Western HSCT,Female,6.635294117647058
Stomach Cancer,25-year,65-74,Belfast HSCT,Female,11.862745098039214
Stomach Cancer,25-year,65-74,Northern HSCT,Female,12.294117647058824
Stomach Cancer,25-year,65-74,South Eastern HSCT,Female,10.137254901960784
Stomach Cancer,25-year,65-74,Southern HSCT,Female,10.568627450980392
Stomach Cancer,25-year,65-74,Western HSCT,Female,10.137254901960784
Stomach Cancer,25-year,75+,Belfast HSCT,Female,28.901960784313726
Stomach Cancer,25-year,75+,Northern HSCT,Female,29.95294117647059
Stomach Cancer,25-year,75+,South Eastern HSCT,Female,24.698039215686272
Stomach Cancer,25-year,75+,Southern HSCT,Female,25.749019607843138
Stomach Cancer,25-year,75+,Western HSCT,Female,24.698039215686272
